,indice,titulo_sa,ean,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
85,127,smart tv roku led 50 philco uhd 4k bivolt netflix,7891356090912,tvs,75.81900024414062,1,1,1,1,6,0.6,1,14,0.28,1,1.0,0.0003762227238525207
87,129,smart tv samsung neo qled 4k 55qn90a design slim mini led processador ia som em movimento plus 55,7892509117517,tvs,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
90,134,semp roku tv led 32 semp r5500 hd,7899968301143,tvs,75.81900024414062,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.0003762227238525207
93,142,smart tv 4k qled 55 tcl c715 android wifi bluetooth hdr 3 hdmi 2 usb,7899968301013,tvs,75.81900024414062,1,1,1,1,2,0.2,1,4,0.08,1,1.0,0.0003762227238525207
107,167,tv digital full hd e espelhamento fiat toro 2021 faaftech f,7892460000163,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
120,189,smart tv led 65 lg 65nano80 4k nanocell 4x hdmi 20 inteligencia artificial thinqai smart magic google alexa,7893299915802,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
121,193,smart tv led 55 lg 55nano80 4k nanocell 4x hdmi 20 inteligencia artificial thinqai smart magic google alexa,7893299915772,tvs,75.81900024414062,1,1,1,1,2,0.2,1,4,0.08,1,1.0,0.0003762227238525207
122,194,smart tv lg 55 led 4k wifi bluetooth hdr thinq ai google assis alexa  55up751c0sf bwz,7893299916908,tvs,75.81900024414062,1,1,1,1,1,0.1,1,5,0.1,1,1.0,0.0003762227238525207
132,207,tv 43 smart google philco,7891356090561,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
154,259,smart tv samsung led 55 uhd 4k alexa built in wifi usb hdmi  un55au7700gx smart tv samsung,7892509117913,tvs,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,30,0.03333333333333333,0.011286681715575621
161,270,smart tv led 32 panasonic hd wifi usb hdmi 60hz,7896067213285,tvs,75.81900024414062,1,1,1,1,5,0.5,1,7,0.14,1,1.0,0.0003762227238525207
169,287,smart tv samsung 65 qled 4k q65b 2022 design air slim processador quantum lite multitela,7892509122016,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
171,289,smart tv 42 philco roku led full hd  42g52rcf com app mobile 3 hdmi 2 usb wifi dolby audio,7891356092329,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
177,298,samsung smart tv 65 neo qled 4k 65qn85a mini led painel 120hz processador ia som em movimento tela sem limites design slim alexa built in,7892509116800,tvs,75.81900024414062,0,0,0,0,0,0.0,1,4,0.08,24,0.041666666666666664,0.009029345372460496
179,303,tela 43 fhd com funcao smart e wifi integrado  multilaser tl027,7898149189310,tvs,75.81900024414062,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.0003762227238525207
189,324,android tv led 32 tcl s615 hd hdr,7899968301082,tvs,75.81900024414062,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.0003762227238525207
190,325,smart tv 55 qled 4k samsung qn55q80aagxzd dark titan,7892509117852,tvs,75.81900024414062,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.0003762227238525207
191,330,smart tv lg oled 65 4k oled65a1 dolby vision iq dolby atmos inteligencia artificial thinqai google alexa,7893299916021,tvs,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
196,336,tv 39 multilaser tl028  hd  hdmi  usb,7908414405271,tvs,75.81900024414062,1,1,1,1,8,0.8,1,13,0.26,1,1.0,0.0003762227238525207
198,340,smart tv 75 4k lg ips nanocell thinq ai google assistente alexa iot 4 hdmi 3 usb wifi bluetooth75nano90sna,7893299913495,tvs,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
210,361,smart tv led 65 tcl p715 4k android uhd hdr com wifi borda ultrafina e google assistant,7899968301020,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
216,375,smart tv samsung 70 qled 4k q65b 2022 design air slim processador quantum lite multitela,7892509122634,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
217,377,tv 12 v led 24 caminhao onibus van carro motor home 12 volts,8809222513273,tvs,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0015048908954100827
219,379,smart tv led 50 samsung tizen crystal uhd 4k hdr10  3 hdmi 1usb wifi,7892509117906,tvs,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
220,380,smart tv 50 qled 4k samsung 50q80a modo game processador ia som em movimento tela sem limites visual livre de cabos alexa built in,7892509119566,tvs,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
227,401,samsung smart tv 75 uhd 4k 75au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in controle unico,7892509117951,tvs,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
244,442,smart tv samsung crystal uhd 4k 75au8000 design slim som em movimento virtual visual sem cabos 75 75,7892509117494,tvs,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
259,478,tv digital e monitor 7 polegadas tomate mtm 707,5013845170116,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
260,481,smart tv 43 full hd multilaser tl024 wifi 3 hdmi 2 usb bivolt,7899838894799,tvs,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,41,0.024390243902439025,0.015425131677953348
263,485,smart tv led 43 semp 43s5300 full hd android bluetooth controle remoto com comando de voz google assistant,7899968300887,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
272,512,tv digital full hd vw polo 2022 faaftech ftvfvw4,7892460097019,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
273,513,tela 43 polegadas full hd  conversor tv digital externo multilaser  tl029,7908414405295,tvs,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
290,550,smart tela toshiba qled 65 4k 65m550kb dot smart vidaa hdr  tb002,7908414412941,tvs,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
313,625,smart tv neo qled 55 samsung mini led quantum uhd 4k ia hdr10  4hdmi,7892509116794,tvs,75.81900024414062,0,0,0,1,1,0.1,1,4,0.08,10,0.1,0.003762227238525207
315,632,tv lg 32 hd usb hdmi 32lt330hbsbawz,7894892024359,tvs,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,46,0.021739130434782608,0.01730624529721595
316,636,smart tv samsung qled 4k the frame 2021 50ls03a design slim molduras customizaveis modo arte 50 50,7892509117562,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
322,656,smart tv led full hd 43 polegadas 2 hdmi 1 usb thinq al 43lm6370 lg,7893299916632,tvs,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,31,0.03225806451612903,0.011662904439428141
328,673,smart tv led 24 monitor lg 24tl520s wifi webos 35 dtv machine ready,7893299911453,tvs,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
333,690,smart tv ptv39g60s led 39 polegadas processador quad core gpu triple core hdr conexao wifi com 2 entradas hdmi 1 usb philco,7891356089930,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
334,695,smart tv led crystal uhd 55 samsung lh55beah 4k tizen 3 hdmi 1 usb titan gray bivolt,7892509118149,tvs,75.81900024414062,0,0,0,0,0,0.0,1,3,0.06,18,0.05555555555555555,0.006772009029345372
340,706,tela toshiba 43 pol 43v35kb dled fhd smart vidaa  tb008,7908414421127,tvs,75.81900024414062,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.0003762227238525207
356,751,smart tv led 39 philco tv39g65n5ch hd com wifi 1 usb 1 hdmi midia cast controle com botao netflix 60hz,7891356095955,tvs,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
358,762,android tv led 40 tcl 40s6500 bluetooth controle remoto com comando de voz e google assistant,7899968300825,tvs,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.001128668171557562
365,781,smart tv led 43 lg 43up7500 4k uhd wifi bluetooth hdr thinqai compativel com inteligencia artificial,7893299915840,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
371,802,smart tv led 40 panasonic tc40fs500b full hd,7896067213421,tvs,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
375,806,televisao 42 polegadas fhd com funcao smart e wifi integrado,7908414437388,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
391,842,smart tv led 32 philco ptv32g52s hd e audio dolby conversor digital integrado 2 hdmi 1 usb wifi com netflix,7899466436897,tvs,75.81900024414062,0,0,0,0,0,0.0,1,2,0.04,12,0.08333333333333333,0.004514672686230248
395,854,smart tv 43 tcl 4k p615,7899968301068,tvs,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
399,863,philips android tv ambilight 65 4k 65pug790678 google assistant builtin comando de voz dolby visionatmos vrrallm bluetooth 50,7898620271435,tvs,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0015048908954100827
416,939,smart tv 60 uhd samsung 4k 60au7700 processador crystal 4k,7892509118989,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
422,958,smart tv led 55 lg 55up7550 4k uhd 55up7550 wifi bluetooth hdr inteligencia artificial thinq smart magic google alexa,7893299915949,tvs,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.002257336343115124
432,988,philips android tv 55 4k 55pug740678 google assistant builtin comando de voz dolby visionatmos vrrallm bluetooth 50,7898620271398,tvs,75.81900024414062,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.0007524454477050414
435,1004,smart tv tela qled 65 samsung 65q70a 4k conversor digital wifi integrado 2 usb 4 hdmi modo game som em movimento virtual tela sem limites,7892509117579,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
441,1027,smart tv lg 65 4k oled hdr wifi bluetooth inteligencia artificial thinq ai hands free google assistente alexa,7893299913419,tvs,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
458,1087,tv ptv40g70n5cblf led,7891356095962,tvs,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,46,0.021739130434782608,0.01730624529721595
466,1109,tv 75 polegadas samsung crystal smart 4k wifi un75tu7020gxzd,7892509115698,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
467,1110,smart tv roku 4k uhd 58 tv ptv58g70rcbl 4k led  wifi 3 hdmi usb philco,7891356092336,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
473,1137,lg tv smart 4k uhd 70 up7750psb,7893299915857,tvs,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,9,0.1111111111111111,0.003386004514672686
474,1140,smart tv led 32 hd samsung lh32betblggxzd,7892509114233,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
476,1149,smart tv philips 55 4k uhd 55pug7625 hdr10  p5 wifi bluetooth dolby vision dolby atmos 3 hdmi 2 usb,7898620271220,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
489,1205,tv samsung smart led fhd 40 un40t5300agxzd,7892509114301,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
493,1228,smart tv android led 43 full hd tcl 43s615 2 hdmi 1 usb wifi bluetooth hdr,7899968301259,tvs,75.81900024414062,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.0007524454477050414
495,1234,smart tv lg 50 4k uhd 50up751c,7893299917820,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
497,1238,smart tv 4k samsung qled 55 com modo game alexa built in e wifi  qn55q70aagxzd,7892509117425,tvs,75.81900024414062,0,0,0,1,2,0.2,1,2,0.04,5,0.2,0.0018811136192626034
515,1296,smart tv samsung 55 qled 4k q65b 2022 design air slim processador quantum lite multitela 55,7892509122009,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
523,1324,samsung smart tv 50 crystal uhd 4k bu8000 2022 50,7892509121934,tvs,75.81900024414062,0,0,0,1,2,0.2,1,2,0.04,7,0.14285714285714285,0.0026335590669676447
529,1496,smart tv 50 led tcl p615 4k uhd hdr android com wifi e bluetooth integrados,7899968301075,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
532,1551,smart tv 70 uhd samsung 4k 70au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in,7892509117944,tvs,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,28,0.03571428571428571,0.010534236267870579
535,1708,philips android tv ambilight 55 4k 55pug790678 google assistant builtin comando de voz dolby visionatmos vrrallm bluetooth 50,7898620271428,tvs,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.001128668171557562
538,1824,orbit sander maquina de polimento pneumatico de disco redondo com saco de armazenamento de tubo de ar para marcenaria para lixamento para polimento,9186549715719,tvs,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
