descricao_1,ean_1,titulo_1,url_1,titulo_cb_1,loja_1,descricao_2,ean_2,titulo_2,url_2,titulo_cb_2,loja_2,match
"O Freezer Vertical Consul CVU18 possui capacidade para 121L e cabe perfeitamente na sua cozinha, com lugar certo e compartimento de sobra para tudo o que você quiser conservar por mais tempo. Conta com compartimento para gelo e picolé, prateleira para pratos prontos e gavetão de frutos do mar.",7891129196209,Freezer Vertical Consul 121 Litros - CVU18GB 110V,https://www.amazon.com.br/Freezer-Vertical-Consul-121-Litros/dp/B0778WPNYN,freezer vertical consul 121 litros - cvu18gb 110v,amazon,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7896584073607,Geladeira/Refrigerador French Door Electrolux 579l Dm84x Inox 220v,https://www.americanas.com.br/produto/133233166,geladeira/refrigerador french door electrolux 579l dm84x inox 220v,americanas,0
"A temperatura pode subir o quanto quiser, pois com a Geladeira Metalfrio, modelo VB25RB, da Linha Soft Drinks mantem as bebidas na temperatura ideal. O produto possui capacidade total de 276 litros, degelo automático por meio do sistema Frost Free, porta de vidro com fechamento automático. O modelo ainda oferece uma perfeita conservação e exposição para bebidas como refrigerantes, sucos e águas, além de manter os produtos bem expostos em estabelecimentos como bares, restaurantes, padarias, farmácias, lan houses e mercados.   Características: Evaporador aletado (com ventilação forçada de ar frio): mantém a temperatura uniforme em todos os pontos do equipamento. Iluminação interna com lâmpadas LED: permite melhor visibilidade e destaque dos produtos. Porta de vidro antiembaçante: facilita a visualização interna e exposição do produto, gerando o desejo de compra por impulso no cliente. Gabinete interno em aço pré-pintado branco: proteção adicional de esmalte poliéster branco propicia maior resistência e confere beleza ao produto. Prateleiras suspensas e reguláveis: com pintura em esmalte epóxi são mais resistentes à corrosão e permitem exposições das mais variadas formas e tamanhos de produtos. Base da unidade de refrigeração removível: facilita a limpeza e manutenção de todo o sistema de refrigeração. Puxador embutido: maior resistência e design harmônico, integrado à porta. Metalfrio: todo mundo conhece, todo mundo confia. A Metalfrio é uma das marcas de refrigeração comercial mais tradicionais do Brasil, com presença em 9, de cada 10 estabelecimentos comerciais do país. Um nome que inspira confiança em milhares de donos de estabelecimentos comerciais que planejaram com cuidado cada detalhe de seu negócio e, por isso, fazem questão de ter os melhores equipamentos e a certeza da escolha certa. Serviço de Pós-Venda Quantidade de Portas do Eletrodoméstico: 1 Quantidade de Prateleiras: 2 Tipo de Pés: Niveladores Capacidade Total do Refrigerador: 276 Litros Capacidade do Refrigerador: 235 Litros Degelo: Automático Sistema de Refrigeração: No Frost com evaporador aletado Tipo de Refrigerador: No Frost Marca: Metalfrio Diferenciais do Refrigerador: Iluminação interna em LED Linha: Soft Drinks Modelo: VB25RB Potência: 230 Material Geral: Vidro Material: Chapa pré pintada, plástico, cobre e vidro Itens Inclusos: 1 Geladeira Dimensões: Altura: 159,5 cm Largura: 52.5 cm Profundidade: 61.5 cm Peso: 72 kg Garantia do Fornecedor: 12 meses",7899908751328,Geladeira Metalfrio Degelo Automático No Frost 1 Porta Soft Drinks VB25RB 276 Litros,https://www.americanas.com.br/produto/1894349702,geladeira metalfrio degelo automático no frost 1 porta soft drinks vb25rb 276 litros,americanas,"Refrigerador Midea Frost Free Side by Side 528 Litros Inox MD-RS587 – 220 Volts O novo Refrigerador Midea Frost Free Side by Side 528 Litros Inox MD-RS587 vai te surpreender! Ele conta com freezer de alta capacidade de 184L, com 2 gavetas, 3 prateleiras na porta e 3 prateleiras internas. Super economico, possui gaveta dupla de frutas e legumes que permite melhor organização dos alimentos, painel touch que facilita o manuseio, prateleiras de vidro para maior estabilidade para latas e garrafas e ice twister, gelo fácil em apenas um toque. Maxi Freezer: Com capacidade de 184L, com 2 gavetas, 3 prateleiras na porta e 3 prateleiras internas. Sua comida organizada do jeito que você quiser. Frost free: Sem preocupação com o degelo. é automático! Painel Touch: Facilita o manuseio do refrigerador, tendo acesso a todas as funções do produto externamente. Função Turbo tanto no Freezer como no Refrigerador. Super econômico. Modo Férias. Trava de segurança para crianças. Iluminação em LED tanto para o Refrigerador como para o Freezer. Ice Twister: Gelo fácil em apenas um toque. Prateleiras de Vidro: Maior estabilidade para latas e garrafas. Gaveta horti-fruti.",7908198000822,Refrigerador Midea Frost Free Side by Side 528 Litros Inox MD-RS587 – 220 Volts,https://www.americanas.com.br/produto/4705955034,refrigerador midea frost free side by side 528 litros inox md-rs587 – 220 volts,americanas,0
"Refrigerador Inverter Bottom Freezer 488L com AutoSense, Gaveta HortiNatura, Gaveta Fresh&Flex, Freezer de 167 l, IceMax, TasteGuard, FastAdapt, IceStock e Luz de led.",7909569362624,Refrigerador Frost Free Bottom Freezer 488 Litros Branco (IB55),https://www.americanas.com.br/produto/4955946333,refrigerador frost free bottom freezer 488 litros branco (ib55),americanas,IonAir com função MultiFlow 360° Microclima ideal em todas as prateleiras Uma avançada tecnologia nos refrigeradores emula o processo natural de ionização para manter os alimentos frescos por mais tempo Os íons carregados negativamente gerados pelo aparelho renovam continuamente o ar para imitar um microclima natural. criando. assim. o ambiente ideal para alimentos frescos O sistema de ventilação MultiFlow 360° distribui uniformemente o ar ionizado através de 14 aberturas de ventilação para manter a temperatura constante em todas as prateleiras NoFrost Plus Não precisa mais descongelar Um dos melhores sistemas de refrigeração do mercado. instalado no compartimento do freezer. evita o acúmulo de gelo para manter o consumo de energia baixo. enquanto no compartimento refrigerador. o sistema mantém um microclima ideal para os alimentos frescos A circulação de ar ionizado evita o ressecamento dos alimentos e mantém suas vitaminas e minerais Gaveta ZeroZone Fresco como direto do mar A gaveta com temperatura aproximada de 0°C é ideal para armazenar carnes. peixes e frutos do mar frescos ou marinados Ela prolonga o frescor dos alimentos delicados e mantém sua suculência e nutrientes naturais AdaptTech Um refrigerador que reconhece seus hábitos Este sistema inteligente foi concebido para manter a temperatura ideal no interior do refrigerador independente da frequência de abertura da porta Quando a porta é aberta. a temperatura aumenta repentinamente e os alimentos são expostos a um choque térmico que. por sua vez. faz com eles se deteriorem mais rapidamente O refrigerador monitora e analisa continuamente o modo como você o utiliza Assim. ele pode prever quando você vai abrir a porta do refrigerador e imediatamente antes de você fazer isso. ele diminui a temperatura em 1°C ou 2°C para assegurar que a temperatura constante seja mantida e que o alimento permaneça fresco e cheio de nutrientes SuperCool Resfriamento rápido após a compra semanal A função de resfriamento intensivo diminui a temperatura do refrigerador aproximadamente pela metade de sua temperatura usual Ideal para o resfriamento rápido de alimentos depois de grandes compras Prateleiras SimpleSlide Para garrafas altas e baixas Um mecanismo especialmente prático que permite movimentar as prateleiras para cima e para baixo Gaveta XtremeFreeze Congelamento em um instante Congelamento rápido a temperaturas extremamente baixas A abordagem de choque preserva todos os nutrientes e o sabor do alimento,3838942107153,Refrigerador Bottom Freezer 02 portas Gorenje Retro ion Generation 329l Frost Free 220v,https://www.americanas.com.br/produto/2045837269,refrigerador bottom freezer 02 portas gorenje retro ion generation 329l frost free 220v,americanas,0
"Geladeira Esmaltec RCD38 306 Litros Cycle Defrost Duas Portas - Branca - Informações e especificações do produto: - Marca: Esmaltec - Modelo: RCD38 - Capacidade (l): 306 litros - Cor: Branca - Cycle Defrost - Tensão elétrica (v): 127V ou 220V (não é bivolt) - Garantia: 12 meses - 306L de capacidade total refrigerador com duas portas. Facilidade na distribuição interna. - Conservador de 69 litros alimentos congelados a -18°C. - Gavetão duplo de legumes e frutas em ps Cristal Fumê mais capacidade e disponibilidade de armazenamento. - Prateleiras na porta em ps Cristal fumê beleza e design aliados à praticidade de limpeza. - Iluminação na lateral do refrigerador boa visibilidade interna. - Gaxeta Push in não há necessidade da troca da porta. - Classificação A em eficiência energética mais economia no consumo de energia. - Prateleiras internas removi'veis e regula'veis. - Puxadores ergonomicos produto mais atraente e de fa'cil manuseio. - Pe's elevados com niveladores mais facilidade na limpeza. - Dimensões: - Altura: 1,735m - Largura: 0,62m - Profundidade: 0,66m - Peso (kg): 49,72kg atenção cliente!! Super diquinhas para você cliente feliz!! 1. Foto do anúncio meramente ilustrativa. 2. confira A voltagem desejada antes de comprar produtos eletronicos - 127V ou 220V 3. Objetos de decoração não acompanham o produto e não estão inclusos no pedido. 4. Para instalação, funcionalidades, manutenção e cuidados específicos consulte o manual do produto ou contrate um profissional. 5. Devido às normas da abnt e às resoluções nº 13 de 2006, nº 2 de 2007 e nº 8 de 2009 do conmetro os fabricantes estão mudando as tomadas para o novo padrão. Para utilizar este produto, será preciso adaptador ou a troca da tomada antiga. Não nos responsabilizamos por esta alteração. 6. entrega por conta da Móveis Linhares somente para compras realizadas no site da Moveis Linhares com destino as cidades aonde temos lojas físicas. Mais informações consulte nossa política de entrega. 7. confira o estado do produto no ato da entrega junto com o entregador, prevenindo-se de problemas futuros. #ficaadica. 8. A entrega não considera subida de lances de escada ou içamento de produtos que não cabem em elevadores. confira as dimensões antes de comprar.",7899081731315,Refrigerador Esmaltec RCD38 306 Litros Cycle Defrost Duas Portas - Branca,https://www.americanas.com.br/produto/11001327,refrigerador esmaltec rcd38 306 litros cycle defrost duas portas - branca,americanas,"Frigobar Compacto Preto Philco Porta Reversível PFG50P 47 Litros é compacto e tem capacidade de 47 litros. Você pode organizar o que precisa, as prateleiras são removíveis e o compartimento extra frio ajuda a conservar os congelados. Para servir em qualquer lugar ele tem porta reversível, mais praticidade para você Altura 51,20cm Largura 43,70cm Profundidade 47,00cm Peso 14,80kg Características Capacidade (l) 47 Garantia (Dias) 360 Estado Novo Marca Philco",7891356092695,Frigobar Compacto Preto Philco Porta Reversível Pfg50P 47 L,https://www.americanas.com.br/produto/4968903594,frigobar compacto preto philco porta reversível pfg50p 47 l,americanas,0
"Refrigerador Vertical VCFM284-1v000 127V Porta de Vidro Branco, Marca: Fricon, Modelo: vcfm 284, Garantia: 06 Meses,",7899461805872,Refrigerador vert vcfm284-1v000 127v p. Vidro branc,https://www.americanas.com.br/produto/4551969694,refrigerador vert vcfm284-1v000 127v p. vidro branc,americanas,Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor. Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades. Imagens Meramente Ilustrativas.,7896584097856,Geladeira/Refrigerador Electrolux Duplex TF55 Top Freezer 431L Branca - 110V,https://www.americanas.com.br/produto/1808805725,geladeira/refrigerador electrolux duplex tf55 top freezer 431l branca - 110v,americanas,0
Bom serviço ,6939599516606,"HOLPPO Mini geladeira branca de 10 litros com isolamento compacto e portátil, adequado para quarto, escritório, dormitório, adequado para cuidados com a pele e cosméticos (cor: rosa)",https://www.amazon.com.br/HOLPPO-isolamento-escrit%C3%B3rio-dormit%C3%B3rio-cosm%C3%A9ticos/dp/B09CT5TLXY,"holppo mini geladeira branca de 10 litros com isolamento compacto e portátil, adequado para quarto, escritório, dormitório, adequado para cuidados com a pele e cosméticos (cor: rosa)",amazon,"A Geladeira Consul Frost Free Duplex 386 litros não precisa descongelar nunca. Possui prateleiras com Altura Flex que permite até 8 níveis de altura e prateleira dobrável, que pode ser rebatida para acomodar itens maiores. Ahhh! Bem pensado. A Geladeira Consul Frost Free Duplex 386 litros é a única com as prateleiras Altura Flex, que podem ser ajustadas em até 8 níveis de altura para acomodar potes, jarras e alimentos de diversos tamanhos. Possui também a Prateleira Dobrável e a Bandeja Deslizante, que aproveita aquele espaço que sobra entre itens mais baixos e as prateleiras. Tudo isso com controle de temperatura externo e a tecnologia Frost Free, que não precisa descongelar nunca. - Altura Flex - Prateleira Dobrável - Bandeja Deslizante - Painel de controle: Externo - Plug e Tomada: 10ª - Posição do freezer: em cima Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.",7891129246737,Geladeira/Refrigerador Consul CRM43 386 Litros Branco - 220v,https://www.americanas.com.br/produto/1843116909,geladeira/refrigerador consul crm43 386 litros branco - 220v,americanas,0
"Características do ProdutoTipo: RefrigeradorControlador de Temperatura: Mecânico, Regulável 0°C a 5°CIluminação Interna: SimPorta: Metal com Isolamento TérmicoPuxador da Porta: PlásticoAbertura da Porta: Da Esquerda para Direita*Trava de Abastecimento: NãoDegelo: ManualDreno: NãoRecipiente de Degelo: NãoPrateleiras: 2 FixasEvaporador: NãoSistema de Refrigeração: CompressorGás Refrigerante: R134aPés: Frontais Reguláveis e Traseiros com RoleteGabinete Interno: PSAIGabinete Externo: Aço Revestido com Pintura EletrostáticaCapacidade de Armazenamento: 70L Refrigerador e 12L CongeladorMarca: VenaxEspecificações TécnicasTensão: 127V ou 220V – Não é Bivolt (selecione na hora compra)Frequência: 60HzIsolamento Térmico: PoliuretanoEtiquetas: InmetroGarantia: 1 AnoPotência: 90WVolume Líquido: 82L",7899552101388,REFRIGERADOR NGV 10 AMARELO,https://www.americanas.com.br/produto/3116181931,refrigerador ngv 10 amarelo,americanas,"A Geladeira Panasonic Frost Free 387L NR-BT42BV1XA possui uma capacidade de 387L e jumbo freezer de 95 litros, economiza até 45 de energia e tem ótimo aproveitamento do espaço interno. Seu refrigerador em funcionamento constante, sem picos de energia. Inverter é uma tecnologia usada pela Panasonic que controla o funcionamento do compressor, detectando as variações de temperatura do refrigerador, de acordo com o abre e fecha da porta e com a quantidade de alimentos. Sem barulho de liga e desliga. Tudo isso com menor consumo de energia, mais silencioso, congelamento muito mais rápido, preservando melhor os alimentos e produção de gelo mais rápida. Além disso, conta com luz de LED que simula a luz solar potencializando os nutrientes em um processo similar ao da fotossíntese. Características: Consumo (kw): 31 Termostato: Sim Selo Procel: Sim Controle de Temperatura: Sim Potência (w): 110 Tipos de Geladeira: Duplex Eficiência Energética: a Recursos / Compartimentos: Prateleiras de vidro temperado Painel: Digital Rodízios: Não Capacidade Total de Armazenamento: 387 Litros Capacidade do Refrigerador: 292 Litros Capacidade do freezer: 95 Litros Tipo de Degelo: Frost Free Funções: Função refrigerador Características da Porta / Tampo: Aço Escovado Material/Composição: Plástico, Aço inox, Serpentina com fluído Conteúdo da Embalagem: 1 Geladeira 1 Porta Ovos 1 Porta Laticínios Manual de instruções Dimensões: Altura: 180 cm Largura: 60 cm Profundidade: 74,2 cm Garantia do fornecedor: 12 meses",7896067226100,Geladeira 387 Litros 2 Portas Frost Free NR-BT42BV1XA Panasonic,https://www.americanas.com.br/produto/4537199451,geladeira 387 litros 2 portas frost free nr-bt42bv1xa panasonic,americanas,0
"Para você que procura economia e uma geladeira moderna, o refrigerador Frost free Electrolux IF55 possui o maior freezer da categoria com 128 litros. Esse amplo espaço interno permite armazenar tudo o que você deseja com mais facilidade e segurança. Uma aposta certa para adicionar muito mais praticidade ao seu dia a dia. A tecnologia Inverter da Electrolux faz com que o refrigerador atinja a temperatura necessária com maior eficiência, reduzindo em até 45 por cento o consumo de energia, tenha elegância e praticidade sempre a disposição no seu dia a dia.",7896584098013,Geladeira/Refrigerador Inverter Top Freezer 431L Branco (IF55) 127V,https://www.amazon.com.br/Refrigerador-Inverter-IF55-431-litros/dp/B07QC8PZWD,geladeira/refrigerador inverter top freezer 431l branco (if55) 127v,amazon,"Frigobar Retrô Midea Preto Onix 95 Litros 127V O Frigobar Retrô Preto Onix da Midea possui a capacidade de 95 litros e é perfeito para quem quer preservar alimentos resfriados, conservados de forma rápida. Possui um design retrô garantindo estilo, cor e personalidade. Super econômico, o frigobar proporciona estabilidade para latas e garrafas com suas prateleiras de vidro, termostato e mais espaço, pois comporta garrafas de 2L. Seu destaque fica o Compartimento Beer Storage, sendo um espaço perfeito para gelar a sua cerveja e outras bebidas, com capacidade máxima para 10 latas. O Frigobar Retrô Preto Onix Midea ainda conta com armazenamento inteligente para até 8 latas e gaveta organizadora, para melhor armazenamento dos seus alimentos, baixo nível de ruídos e gás refrigerante Ecológico R600A, livre de cfc. Atributos do Produto: Referência: MRV10P1 Código: MRV10P1 Código de Barras: 7908198003045 Cor: Preto Onix Garantia: 12 meses Marca: Midea Modelo: MRV10P1 Retrô Preto Onix Voltagem: 127V Capacidade: 95 Litros Detalhes e Especificações Técnicas: 3 Ajustes de temperatura: Cold, Normal e Colder Frequência (Hz): 60 Eficiência Energética: Selo Procel A Cor Interna: Branco Cor Externa: Preto Prateleiras: 3 - vidro Porta Latas: Sim Dimensões do produto Profundidade: 49,90cm Largura: 48,8cm Altura: 83,5cm Peso: 20,4Kg Conteúdo da Embalagem: 1 Frigobar Retrô Preto Onix 95L Midea 127V 1 Manual de Instruções Importante Produtos de decoração não inclusos. Imagens meramente ilustrativas; As cores dos objetos podem sofrer alterações devido a luminosidade, configurações do monitor e até mesmo a percepção do usuário; Os dados divulgados são de responsabilidade do fabricante/fornecedor.",7908198003045,Frigobar Retrô Midea Preto Onix 95 Litros 127V,https://www.americanas.com.br/produto/4646359493,frigobar retrô midea preto onix 95 litros 127v,americanas,0
"Frigobar Gallant Venezia 71L Branco 127V A Gallant desenvolveu para você o novo Frigobar Gallant Venezia. Compacto, prático e discreto, pois possui um baixo nível de ruído, se encaixa perfeitamente em ambientes residenciais, comerciais, casa de praia, sítio ou onde mais você escolher. Com ele você ter por perto suas bebidas e comidas sempre fresquinhas. Além de contar com espaço de 64 Litros no refrigerador, ainda possui um congelador isolado de 6 Litros para aqueles alimentos que necessitam de menor temperatura ou para gelar mais rápido suas bebidas. E para torná-la ainda mais completa, conta com um porta-garrafas e grades na porta, mantendo assim mais seguro e organizado o espaço do seu frigobar. Com o Frigobar Gallant Venezia você tem total controle em relação ao clima apresentado., pois possui regulagem manual de temperatura. Ainda falando em praticidade, seus pés frontais são ajustáveis, facilitando a limpeza e o nivelamento do produto. Desenvolvido para se adaptar às suas necessidades, e entrar em qualquer cantinho que você escolher, ele possui sua porta reversível, podendo abrir para a direita ou para a esquerda. Com o compromisso na redução de impactos ambientais e neutralização de emissores de carbono, a linha Venezia conta com o gás refrigerante mais eficiente do mercado. O Gás R600a é um gás natural, portanto ecologicamente correto. Assim, você refrigera seus alimentos e ainda garante o bem estar do nosso planeta. Sem contar que este mesmo gás auxilia no desempenho do compressor, desenvolvendo a melhor eficiência energética do setor. Garantindo assim um consumo menor de energia elétrica.Especificações Técnicas: - Marca: Gallant - Modelo: GFB07C01A-BR127 - Voltagem: 127V - Cor: Branca - Capacidade refrigerador: 64lts - Capacidade congelador: 6lts - Capacidade Útil Total: 71lts - Potência máxima: 65W - Controle de temperatura: Manual - Frequência de operação: 60Hz - Classificação Energética: a - Consumo: 14KW/H - Gás refrigerante: R600a - Dimensões do Produto (LxAxP): 50 x 48,6 x62,7 cm - Peso: 17Kg - Porta Reversível: Sim - Pés niveladores: Frontais - Congelador: Sim - Controle de Temperatura: Sim - Porta latas: Sim - Porta-garrafas: Sim - Garantia: 12 meses",7898648175661,Frigobar Gallant Venezia 71L Branco 127V,https://www.americanas.com.br/produto/2620781047,frigobar gallant venezia 71l branco 127v,americanas,"Geladeira/Refrigerador Continental TC44 394L Frost Free Top FreezerO Refrigerador Frost Free Duplex Branca TC44 da Continental é tudo o que você precisa para deixar a sua cozinha mais prática e cheia de estilo. Com 394 litros de capacidade, sendo 285 litros de armazenamento interno, e 109 litros para o freezer, essa geladeira tem espaço de sobra para você guardar suas compras sem sufoco algum.Seu design moderno, fácil de combinar com qualquer ambiente, traz um puxador ergonômico que não só facilita o uso, mas também facilita na hora de limpar. Outra vantagem desse modelo são suas prateleiras retráteis que dão uma mãozinha a mais para armazenar e organizar os alimentos da forma que você quiser, e uma prateleira reversível na porta que pode ser usada da forma convencional ou como porta latas para refrigerar sua bebida favorita.Já para armazenar frutas, verduras e outras hortaliças, a TC44 tem um gavetão especial para deixá-las organizadas, conservadas e frescas por mais tempo.Gostou? Então confira o material especial que preparamos para você ficar por dentro deste grande lançamento e garanta seu Refrigerador Continental TC44 394L Frost Free Top Freezer :)",7909569003053,Geladeira/Refrigerador Continental TC44 Branca 394L Top Freezer - 110v,https://www.americanas.com.br/produto/1661585405,geladeira/refrigerador continental tc44 branca 394l top freezer - 110v,americanas,0
"O Frigobar Retrô Vermelho Rubi Midea veio para trazer mais estilo aos ambientes. Possui compartimento Beer Storage: espaço perfeito para gelar sua cerveja e outras bebidas. Super econômico, o frigobar proporciona estabilidade para latas e garrafas com suas prateleiras de vidro, termostato e mais espaço, pois comporta garrafa de 2L. Além disso, tem armazenamento inteligente para até 8 latas e gaveta organizadora, para melhor armazenamento dos seus alimentos. O Frigobar Retrô Vermelho Rubi Midea conta com baixo nível de ruídos e gás refrigerante Ecológico R600A, livre de CFC.",7908198003069,"Frigobar Retrô, 95L, Vermelho Rubi, 110V, Midea, MRV10V1",https://www.amazon.com.br/Frigobar-Retr%C3%B4-Vermelho-Midea-MRV10V1/dp/B09FVZBSJW,"frigobar retrô, 95l, vermelho rubi, 110v, midea, mrv10v1",amazon,"Frigobar Philco 123 Litros Branco PFG125B – 127 Volts O Frigobar Philco 123 Litros Branco PFG125B – 127 Volts, Maior capacidade e melhor aproveitamento de espaço com o Frigobar Philco PFG125B. São 123 litros para armazenar o que precisa e com economia de energia, pois tem classificação energética a. O compartimento extra frio com temperatura de 0 a -5°C ajuda a preservar os congelados e a gaveta para vegetais e frutas conservam os alimentos mais delicados. Muito elegante a prateleiras em vidro temperado dão um charme especial ao Frigobar. Organize e conserve com estilo e deixe o ambiente mais bonito!",7891356079856,Frigobar Philco 123 Litros Branco PFG125B – 127 Volts,https://www.americanas.com.br/produto/4354086251,frigobar philco 123 litros branco pfg125b – 127 volts,americanas,0
"Refrigerador Brastemp Side Inverse 3 Portas 540L Frost Free Inox BRO80AK Conheça agora a nova geração de refrigeradores da Brastemp! A nova Side Inverse alia sofisticação, alta capacidade e a praticidade de Inverse, tudo em um único produto. Elegante por fora e por dentro, o Refrigerador conta com 540 litros de capacidade para armazenar e organizar os alimentos de maneira inteligente. O design é fenomenal, com duas portas lado a lado e um freezer inverse, ficou ainda mais pratico armazenar os alimentos. Para facilitar a visibilidade, o Refrigerador Side Inverse conta com Iluminação led. Já o Painel Eletrônico Touch traz a sofisticação e a modernidade que toda cozinha merece! Protegendo sua geladeira da ferrugem, a tecnologia evox protege sua geladeira de corrosão com uma camada de zinco e uma película impermeabilizante aplicadas sobre o aço. São diversas funções pré-programadas que fazem do Refrigerador BRO80AK ser a escolha certa para você! Especificações Técnicas: - Marca: Brastemp - Modelo: BRO80AK - Tipo de degelo: Frost Free - Cor principal: Inox - Capacidade total: 540L - Número de portas: 3 - Posição do Freezer: Embaixo - Voltagem: 127v ou 220V (não é bivolt) - Potência: 160W - Consumo Aprox. de energia: 72,7 kWh - Corrente: 1.1 a - Frequência: 60 Hz - Capacidade do refrigerador: 374L - Capacidade do Freezer: 166L - Classificação Energética: a - Dimensões do produto (LxAxP): 82,9 x 186 x 75 cm - Peso líquido: 100kg - Dimensões aprox. da embalagem (LxAxP) 91 x 192,3 x 82,7 cm - Peso bruto: 103kg - Garantia do produto: 12 meses - Garantia da porta: 36 meses",7891129220010,Refrigerador Brastemp Side Inverse 3 Portas Inox 540L Frost Free 220V BRO80AK,https://www.americanas.com.br/produto/5188906815,refrigerador brastemp side inverse 3 portas inox 540l frost free 220v bro80ak,americanas,"Frigobar Brastemp Retrô 76 Litros Ice White 110V BRA08BBANA Exclusividade em cada detalhe! O frigobar brastemp retrô resgata uma lembrança vintage com os pés-palito, com o clássico logo brastemp e o puxador, ambos originais da marca dos anos 50. além disso, traz cores e acabamentos inspirados nas tendências mais atuais de design. Especificações Técnicas: - Marca: Brastemp - Ref: Bra08bbana - Cor: Ice white - Capacidade do refrigerador: 68 litros - Capacidade do freezer: 8 litros - Largura: 48,2 cm - Altura: 80,7 cm - Profundidade: 51,9 cm - Peso líquido: 30 kg - Classificação energética: a - Tipo de degelo: Cycle defrost - Controle de temperatura: Sim - Recipiente para guardar gelo: Sim - Porta-latas: Sim - Pés niveladores: Sim - Garantia: 12 meses - Especificações técnicas - Dimensões (l x a x p) cm: 40,2 x 80,7 x 51,9 - Cor: Ice white - Peso (kg): 30 - Classificação energética: a - Googleshopping-labels: Dezembro - Tipo de degelo: Defrost - Capacidade armazenagem refrigerador (litros): 68 - Capacidade armazenagem freezer (litros): 8 - Capacidade total (litros): 76 - Características adicionais: Cor ice white - Capacidade do refrigerador: 68 litros - Capacidade do freezer: 8 litros - Largura: 48,2 cm - Altura: 80,7 cm - Profundidade: 51,9 cm - Peso líquido: 30 kg - Voltagem: 110V - Classificação energética: a - Tipo de degelo: Cycle defrost - Display/painel: Não - Controle de temperatura: Sim - Dispenser de água: Não - Alarme de porta aberta: Não - Trava de segurança: Não - Prateleiras removíveis: Não - Recipiente para guardar gelo: Sim - Porta ovos: Não - Porta-latas: Sim - Pés niveladores: Sim - Garantia de 1 ano: Sim",7891129245747,Frigobar Brastemp Retrô 76 Litros Ice White 110V BRA08BBANA,https://www.americanas.com.br/produto/130059676,frigobar brastemp retrô 76 litros ice white 110v bra08bbana,americanas,0
"A Geladeira Brastemp Frost Free Duplex BRM59 490 litros possui o exclusivo compartimento Freeze Control Advanced, com controle de temperatura independente que permite programar funções de acordo com sua necessidade: carnes conservadas por até 10 dias sem congelar, cerveja extragelada a ?4 °C e frios e laticínios nas condições ideais. Conta ainda com o Turbo Ice, para você ter gelo mais rápido sempre que precisar. *respeitada a data de validade impressa na embalagem.",7891129252004,Geladeira Brastemp Frost Free 478 Litros - BRM59 Branco 220v,https://www.americanas.com.br/produto/132718831,geladeira brastemp frost free 478 litros - brm59 branco 220v,americanas,"O Refrigerador Consul CRM39KNA é a único com as prateleiras Altura Flex, que podem ser ajustadas em até 8 níveis de altura. Possui também a função Turbo, ideal para momentos em que sua geladeira está muito cheia, controle de temperatura e a tecnologia Frost Free, que não precisa descongelar nunca. Além disso, conta com a Tecnologia evox, que protege sua geladeira da ferrugem e corrosão. Características: Marca: Consul Modelo: Crm39kna Consumo: 49.1 kWh Capacidade de armazenagem total: 340 l Capacidade de armazenagem do refrigerador: 268 l Capacidade de armazenagem do freezer: 72 l Consumo de Energia: A (menos 25 de consumo) Eficiência Energética: a Prateleiras do refrigerador em vidro com moldura plástica, prateleiras de porta e gaveta em plástico injetado Puxadores: 2 Tipo do puxador: Integrado cabeceira Dimensões: Altura: 169,5 cm Largura: 62,1 cm Profundidade: 71,4 cm Peso: 58,5 kg Garantia do fornecedor: 12 meses",7891129514232,Refrigerador Evox 2 Portas Frost Free 340L com Freezer 72L Consul,https://www.americanas.com.br/produto/3505974433,refrigerador evox 2 portas frost free 340l com freezer 72l consul,americanas,0
