,indice,titulo_sa,ean,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
239,432,notebook asus x515jabr2750 intel core i3 1005g1 4gb 256gb ssd linux 156 ledbacklit cinza,7898573298329,notebooks,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,16,0.0625,0.006019563581640331
240,434,notebook gamer dell g15i1000m20p 156 fhd 10 geracao intel core i5 8gb 512gb ssd nvidia gtx 1650 windows 11,7899864941481,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
248,448,notebook gamer dell g15i1100m30p 156 fhd 11 geracao intel core i5 8gb 512gb ssd nvidia rtx 3050 windows 11,7899864941535,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
250,451,notebook lenovo ultrafino ideapad 3i i5 8gb 256gb ssd placa de video dedicada linux 156 82bss00400 prata,196119983157,notebooks,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
253,460,notebook samsung chromebook 116 intel celeron n4020 32gb emmc 4gb chrome os xe310xbakt3br,7892509118071,notebooks,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
256,472,notebook positivo motion gray c4128e ssd 128gb ddr4 4gb,7896904680607,notebooks,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
271,511,notebook dell inspiron i15i1100u25p 156 full hd 11 geracao intel core i3 4gb 256gb ssd linux,7899864943751,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
276,519,notebook 2 em 1 hp 435g8 amd ryzen 3 8gb 256gb ssd tela de 13 windows 11 home 5r5a6la,196337544185,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
281,532,notebook positivo motion q464c intel atom quadcore windows 10 home  vermelho,7896904683547,notebooks,75.81900024414062,1,1,1,1,3,0.3,1,5,0.1,1,1.0,0.0003762227238525207
283,534,notebook samsung book 156 fhd intel celeron 6305 128gb ssd 4gb windows 10 pro  np550xdako7br,7892509119511,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
295,563,notebook acer a51453  tela 14 intel i3 1005g1 12gb ssd 128gb  hd 1tb windows 10 pro,8848357430376,notebooks,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,16,0.0625,0.006019563581640331
298,573,notebook lenovo thinkpad t14 i51145g7 16gb 256gb ssd w11 pro 14 fhd 20w100bnbo preto,196378646305,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
306,595,notebook hp 256g8 processador core i5 8gb de memoria 256gb ssd tela de 156 windows 11,196337544178,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
312,621,notebook gamer acer nitro5 ryzen 5 512gb ssd gtx1650 endless,4710886591801,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
318,650,notebook positivo motion i34128b ssd 128gb ddr4 4gb,7896904684872,notebooks,75.81900024414062,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.0007524454477050414
321,653,notebook lenovo ultrafino ideapad s145 ryzen 5 12gb 1tb linux 156 81v7s00000 prata,195713169028,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
327,669,notebook positivo motion c41te celeron 4gb 1tb 14 led windows 10,7896904680676,notebooks,75.81900024414062,1,1,1,1,6,0.6,1,10,0.2,1,1.0,0.0003762227238525207
330,676,samsung  core i3  4g 256gb ssd intel uhd 156fhd linux c cinza,7892509118897,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
338,700,notebook hp ssd 64gb intel n4020 14 polegadas win 10,7801399275528,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
351,736,notebook dell inspiron i3501u25p 156 hd 10 geracao intel core i3 4gb 256gb ssd linux preto,7899864939297,notebooks,75.81900024414062,0,0,0,1,2,0.2,1,2,0.04,8,0.125,0.0030097817908201654
352,741,notebook vaio fe14 intel core i5 windows 10 home 8gb 256gb ssd full hd branco,7896904649741,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
353,746,notebook ideapad gaming 3i intel core i710750h 8gb geforce gtx 1650 4gb 512gb ssd fhd w10 156 azul,195348729383,notebooks,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,45,0.022222222222222223,0.016930022573363433
361,769,notebook positivo motion i34128bi 14 hd intel core i36157u 128gb ssd 4gb linux cinza escuro,7896904683448,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
362,770,notebook acer a31534c6zs intel celeron n4000 4gb 1tb 156 linux,4710180698022,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
374,805,notebook samsung book s intel core i5 512gb ssd 8gb ram  tela 133 full hd touch screen  dourado earth gold,7892509117500,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
379,812,notebook lenovo v14 i51135g7 8gb 256gb ssd linux 14 82nms00100 preto,196118204802,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
380,813,notebook gamer dell g15i1000m10p 156 fhd 10 geracao intel core i5 8gb 256gb ssd nvidia gtx 1650 windows 11,7899864941467,notebooks,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,10,0.1,0.003762227238525207
385,821,notebook lenovo v14 i51135g7 8gb 256gb ssd w11 pro mx 350 2gb 14 fhd 82nm0014br preto,196379304945,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
387,828,vivobook 14 fhd nanoedge lightweight laptop core i31005g1 dualcore 4gb ddr4 ram 128gb pcie ssd usbc hdmi wifi bt media card reader webcam wireless mouse win 10 qwerty us teclado,850001751353,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
389,834,notebook vaio fe14 14 fhd i510210u 1tb 8gb win10 home,7896904638196,notebooks,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
392,843,notebook ultra 14 pentium 4gb 120gb ssd w10 ub320 preto,7908414412774,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
396,857,notebook positivo motion q4128c intel atom quadcore memoria ram 4gb windows 10 home tela de 141 led hd ssd 128g,7896904680591,notebooks,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,21,0.047619047619047616,0.007900677200902935
400,867,notebook positivo motion red q232b intel atom quad core 2gb 32gb flash 14 windows 10 home flash vermelho,7896904630626,notebooks,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,12,0.08333333333333333,0.004514672686230248
409,900,notebook lenovo ideapad gaming 3i i510300h 8gb 256ssd gtx 1650 4gb 156 fhd wva w10 82cg0002br,195042730135,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
418,944,notebook lenovo v14 i31115g4 8gb 256gb ssd w11 home 14 hd 82nm0010br preto,196379304907,notebooks,75.81900024414062,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
424,962,notebook asus x515mabr623x intel celeron dual core n4020 4gb 128gb ssd w11 1560 ledbacklit cinza,7898573298145,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
429,982,acer notebook a51554579s i5 4gb 256ssd w10 nxhqmal00x prata,4710886643753,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
433,996,notebook gamer dell g15i1000u20p 156 fhd 10 geracao intel core i5 8gb 512gb ssd nvidia gtx 1650 linux,7899864941498,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
436,1010,notebook i3 4gb hd 500gb tela full hd 156 wifi bluetooh webcam,7898571461626,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
437,1011,notebook lenovo v14 i71165g7 8gb 256gb ssd geforce mx350 w11 home 14 fhd 82nm0016br preto,196379304860,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
438,1015,notebook windows 10 home intel core i3 4gb 1tb ultra,7908414430211,notebooks,75.81900024414062,0,0,0,0,0,0.0,1,2,0.04,23,0.043478260869565216,0.008653122648607976
439,1020,notebook acer aspire 5 i5 w10 pro 8gb 256ssd 156 a51555g53qd  prata,4710886261162,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
442,1029,notebook acer aspire 5 a5155453vn core i5 10210u 8gb win10 preto,4710886643708,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
445,1037,samsung notebook samsung intel celeron6305 4gb 500gb w11 156 cinza chumbo np550xdakp1br,7892509120814,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
448,1042,notebook dell inspiron i153501a25p intel core i31005g1 4gb 256gb ssd w10 156  preto,7899864938764,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
450,1056,notebook asus zenbook core i5 24 ghz 8gb 256 gb ssd,7898573297636,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
451,1057,notebook samsung galaxy book go sdragon 7c octacore 4gb 128gb ssd eufs windows 10,7892509118996,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
456,1069,notebook asus intel celeronn4020  4gb 128gb w11 pro 156 azul e510mabr701x,7898573298169,notebooks,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,34,0.029411764705882353,0.012791572610985704
462,1096,notebook lenovo ideapad 3i ryzen 55500u 8gb 256gb ssd windows 11 home 156  prata,196119415894,notebooks,75.81900024414062,0,0,0,1,1,0.1,1,3,0.06,2,0.5,0.0007524454477050414
472,1133,notebook dell inspiron i15i1100m25p 156 full hd 11 geracao intel core i3 4gb 256gb ssd windows 11 preto,7899864943744,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
475,1146,notebook dell inspiron i15i1100u20p 156 full hd 11 geracao intel core i3 4gb 128gb ssd linux,7899864943713,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
487,1201,notebook asus vivobook intel core i71165g7 8gb 256gb ssd w10 156 preto x513eaej1064t,7898573297797,notebooks,75.81900024414062,0,0,0,0,0,0.0,1,1,0.02,16,0.0625,0.006019563581640331
491,1219,notebook lenovo ultrafino ideapad 3 ryzen 7 5700u 8gb 256gb ssd windows 11 156 82mf0004br prata,196119536544,notebooks,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0015048908954100827
498,1239,notebook multilaser legacy cloud w10 home processador intel quadcore memoria 2gb 64gb tela 141 pol cinza multilaser  pc134,7908414411821,notebooks,75.81900024414062,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.0003762227238525207
499,1243,notebook lenovo ultrafino ideapad s145 intel core i31005g1 4gb ram 1tb hd windows 10 156 prata,195042557497,notebooks,75.81900024414062,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
500,1245,notebook asus x543nagq342t  celeron dual core  4 gb  500 gb  windows 10 home  cinza escuro,7898573297414,notebooks,75.81900024414062,0,0,0,0,0,0.0,0,0,0.0,173,0.005780346820809248,0.06508653122648608
502,1248,notebook 445g8 hp amd ryzen 7 16gb 256gb ssd windows 10 pro tela de 14 46u29la,196068126261,notebooks,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
506,1258,notebook dell inspiron i15i1100m10p 156 full hd intel pentium gold 4gb 128gb ssd windows 11 preto,7899864943478,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
508,1265,notebook compaq cq27 corei3 4gb ssd120gb win10,7898960921342,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
511,1274,notebook multilaser legacy book pc250 celeron 4gb 64gb preto,7898149189457,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
517,1312,notebook positivo motion gold c41tei intel celeronn3350 4gb 1tb linux 141 dourado,7896904685527,notebooks,75.81900024414062,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
526,1448,notebook compaq presario 433 intel core i3 linux 4gb 1tb 14  cinza,7896904659467,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
531,1546,tela hp chromebook da mais recente bandeira de 116 hd 1366 x 768 processador intel celeron n3350 4gb lpddr2 32gb emmc chrome os hd graphics 500 11anb0013dx cinza cinza,755838611903,notebooks,75.81900024414062,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
