,indice,titulo_sa,ean,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
142,147,notebook i3 4gb ssd 120gb tela full hd 156 wifi bluetooh webcam,7898571461619,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
146,151,kit notebook dell inspiron 15 3000 a0500mm10sc 156 fhd amd ryzen 5 8gb 256gb ssd windows 11 prata  capa,7899864941719,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
147,152,notebook asus vivobook x515eabr1275w intel core i3 1115g4 4gb 256gb ssd w11 156 ledbacklit cinza,7898573298190,notebooks,488.7939827442169,1,1,1,1,9,0.9,1,11,0.22,1,1.0,0.00012540757461750688
149,154,notebook dell inspiron i15i1100m20pf 156 full hd 11 ger intel core i3 4gb 128gb ssd win 11 microsoft 365 preto,7899864943720,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
153,159,notebook samsung book 156 fhd intel celeron 6305 128gb ssd 4gb windows 10 pro  np550xdako7br,7892509119511,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
158,166,notebook vaio fe14 intel core i5 linux 8gb 1tb full hd  cinza escuro,7896904666632,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
160,169,notebook 2 em 1 positivo duo c464c intel celeron 4gb de memoria ram 64gb de armazenamento 116 ips full hd touch com caneta windows 10 home  cinza,7896904637991,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
168,179,notebook asus x515mabr623x intel celeron dual core n4020 4gb 128gb ssd w11 1560 ledbacklit cinza,7898573298145,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
175,190,notebook positivo motion c4500a intel celeron tela 14 polegadas hd 500gb 4gb ram com tecla netflix,7896904601978,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
192,215,notebook positivo motion i 341tbi intel core i3 4gb ram hd 1tb tela 14 linux  3011873,7896904634457,notebooks,488.7939827442169,1,1,1,1,6,0.6,1,9,0.18,1,1.0,0.00012540757461750688
207,236,kit notebook dell inspiron i15i1100m70pb 156 fhd 11 ger intel core i7 8gb 256gb ssd nvidia geforce win 11  mochila,7899864943621,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
208,237,notebook gamer acer an51544r54q ryzen 5 4600h 8gb m2 ssd 512gb geforce gtx 1650 4gb 156 fhd 144hz win 10 home,4710886591818,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
211,240,macbook pro apple 133 intel core i5 16gb 1tb prateado,190199520172,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
212,241,notebook positivo motion q464co intel atom quad core windows 10 home 141  dourado  inclui microsoft 365,7896904684490,notebooks,488.7939827442169,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
215,244,notebook asus intel core i71165g7 8gb 256gb ssd w11 156 preto x513eaej3010w,7898573298398,notebooks,488.7939827442169,1,1,1,1,8,0.8,1,8,0.16,1,1.0,0.00012540757461750688
216,246,notebook lenovo ideapad 3i 15iml05 intel core i3  4gb ram e ssd de 256gb tela 156 lcd windows 10,195713897969,notebooks,488.7939827442169,1,1,1,1,10,1.0,1,11,0.22,1,1.0,0.00012540757461750688
233,273,notebook samsung intel core i31115g4 4gb 1tb w11 156 np550xdakv2br  branco,7892509120876,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
235,275,notebook ultra ub522  tela 15 full hd intel i5 ram 8gb ssd 240gb windows 10  prata,7908414422193,notebooks,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
236,276,notebook lenovo v14 i71165g7 12gb 512gb ssd geforce mx350 w11 home 14 fhd 82nm0017br preto,196379304808,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
237,278,notebook gamer rog zephyrus duo 15 gx550lxshf157t intel core i7 10875h  16 gb  512 gb ssd  windows 10 home  cinza,4718017888189,notebooks,488.7939827442169,0,0,0,0,0,0.0,1,2,0.04,12,0.08333333333333333,0.0015048908954100827
238,279,notebook lenovo 156 ryzen5 8gb 256gbssd w11  82mf0003br prata bivolt,196119415894,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,10,0.2,1,1.0,0.00012540757461750688
256,303,samsung notebook book intel celeron w11 4gb 500gb hd 156 np550xdakp2br branco  bivolt,7892509120821,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
258,306,notebook asus vivobook x513eaej3010 intel core i7 1165g7 8gb 256gb ssd linux 156 led preto,7898573298404,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,6,0.12,1,1.0,0.00012540757461750688
271,327,notebook lenovo ideapad 3i 156 hd intel celeron ssd 128gb 4gb windows 11 home prata  82bu0006br,196119387894,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
272,329,notebook vaio fe14 intel core i5 windows 11 home 8gb 256gb ssd full hd  cinza escuro,7896904697292,notebooks,488.7939827442169,1,1,1,1,9,0.9,1,9,0.18,1,1.0,0.00012540757461750688
273,331,notebook asus e410mabv1872x intel celeron dual core n4020 4gb 128gb ssd w11 14 rose gold,7898573298299,notebooks,488.7939827442169,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
276,335,notebook samsung book intel core i5 1135g7  iris xe windows 10 home 256gb ssd 8gb ram tela 156 iintel iris xe  cinza chumbo,7892509117128,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,5,0.1,1,1.0,0.00012540757461750688
282,349,kit notebook dell inspiron i15i1100u25pc 156 full hd 11 geracao intel core i3 4gb 256gb ssd linux com capa,7899864943768,notebooks,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
306,383,notebook a31556569f intel core i51035g1 ssd 256gb endless os acer,4710886059059,notebooks,488.7939827442169,1,1,1,1,8,0.8,1,12,0.24,1,1.0,0.00012540757461750688
308,385,notebook dell inspiron i153501a25p intel core i31005g1 4gb 256gb ssd w10 156  preto,7899864938764,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
322,411,notebook acer aspire 5 intel core i5 10210u 4gb ram ssd 256gb linux tela 156 full hd wifi hdmi usb,4710886393528,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,3,0.06,1,1.0,0.00012540757461750688
326,415,notebook asus x515jfej360t intel core i5 1035g1 8gb 256gb ssd w10 156 ledbacklit cinza,7898573298077,notebooks,488.7939827442169,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
334,430,notebook lenovo ideapad 3i intel celeron n4020 memoria 4gb ssd 480gb tela 156 hd windows 10 pro,195713167154,notebooks,488.7939827442169,1,1,1,1,9,0.9,1,13,0.26,1,1.0,0.00012540757461750688
348,451,notebook acer a31435c4cz celeron n4500 4gb 256gb ssd 14fhd,4710886653042,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
349,452,notebook acer aspire 3 a31533c58x intel celeron n3060 memoria de 4gb hd de 240gb ssd tela de 156,4710180127614,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
350,453,notebook positivo motion red q232b intel atom quad core 2gb 32gb flash 14 windows 10 home flash vermelho,7896904630626,notebooks,488.7939827442169,0,0,0,0,0,0.0,1,6,0.12,21,0.047619047619047616,0.0026335590669676447
353,457,notebook nitro 5 an51544r4ka amd r7 4800h 8gb 512gb sdd gtx 1650 com 4 gb windows11 156 led fhd ips,4710886774891,notebooks,488.7939827442169,1,1,1,1,8,0.8,1,8,0.16,1,1.0,0.00012540757461750688
354,459,notebook positivo c4128ei celeron n3350 4gb ddr4 ssd 128gb tela 14 hd led windows 10 pro,7896904603378,notebooks,488.7939827442169,1,1,1,1,9,0.9,1,10,0.2,1,1.0,0.00012540757461750688
362,470,notebook acer 156 a31534c5ey celeron n4000 4gb 500gb nxhrnal001,4710180696752,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,4,0.08,1,1.0,0.00012540757461750688
363,472,notebook 2 em 1 hp 435g8 amd ryzen 3 8gb 256gb ssd tela de 13 windows 11 home 5r5a6la,196337544185,notebooks,488.7939827442169,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
371,486,notebook gamer 2am e550 nvidia geforce gtx 1050 3gb  windows 10 home core i79700 8gb 1tb  ssd 128gb fullhd 156,7896904650655,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
372,487,notebook lenovo ideapad s145 156 amd ryzen 5 8gb windows 10,195042511352,notebooks,488.7939827442169,1,1,1,1,8,0.8,1,8,0.16,1,1.0,0.00012540757461750688
376,495,notebook gamer legion slim7 r55600h 16gb 512gb rtx3050 ti 4gb w11 156 full hd wva 82k800eabr,196119536315,notebooks,488.7939827442169,1,1,1,1,8,0.8,1,8,0.16,1,1.0,0.00012540757461750688
386,515,notebook vaio fe14 intel core i3 linux 4gb 128gb ssd full hd  branco,7896904665208,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
393,528,notebook dell inspiron i15i1100u40p 156 full hd 11 geracao intel core i5 8gb 256gb ssd linux,7899864943522,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
400,543,notebook 2 em 1 hp 435g8 amd ryzen 7 16gb 512gb ssd tela de 13 windows 11 home 5r5a7la,196337544192,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
401,544,kit notebook dell inspiron 15 a0500mm10sb 156 fhd amd ryzen 5 8gb 256gb ssd windows 11 prata  mochila,7899864941702,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
402,545,notebook compaq presario 420 intel pentiumn3700 4gb 120gb w10 141 cinza,7896904686005,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.00012540757461750688
407,553,notebook vaio fe15 intel core i7 linux 8gb 256gb ssd hd  prata,7896904665406,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
412,564,notebook acer 156 fhd a51545r6kh r35300u 8gb 256gb ssd w11 home,4710886825388,notebooks,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
413,567,notebook acer aspire 3 intel celeron 4gb 1tb endless,4710180698022,notebooks,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
417,575,notebook 156 bs145 i31005g14gbhd500gbwin 10 pro  82hb0002br lenovo,195235644515,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.00012540757461750688
421,584,notebook dell inspiron i15i1100u60p 156 full hd 11 geracao intel core i7 8gb 256gb ssd linux preto,7899864943584,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
422,587,notebook dell inspiron i15i1100m40pf 156 full hd 11 geracao intel core i5 8gb 256gb ssd microsoft 365 windows 11,7899864943539,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
430,607,notebook lenovo ultrafino ideapad 3 amd ryzen 75700u 8gb 256gb ssd w11 156  prata,196119536544,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
438,623,notebook samsung book i3 8gb 256gb ssd 156 windows 11 cinza chumbo,7892509120890,notebooks,488.7939827442169,1,1,1,1,8,0.8,1,8,0.16,1,1.0,0.00012540757461750688
440,625,dell inspiron i3501u25p  tela 156 intel i3 1005g1 4gb ssd 256gb linux,7899864939297,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
445,638,notebook samsung np550xdakv1br intel core i31115g4 4gb 1tb  tela 156 w11  cinza chumbo,7892509120869,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
446,641,notebook positivo motion c4128ei  intel celeron dual core n3350 14 4gb ssd 128gb,7896904681062,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.00012540757461750688
452,649,notebook samsung intel celeron6305 np550xdakp3br 4gb 256gb ssd tela 156 windows 11  cinza chumbo,7892509120838,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,4,0.08,1,1.0,0.00012540757461750688
454,652,ntb positivo motion red q464c,7896904683547,notebooks,488.7939827442169,0,0,0,0,0,0.0,1,7,0.14,11,0.09090909090909091,0.0013794833207925758
457,657,notebook acer aspire 5 a5155453vn core i5 10210u 8gb win10 preto,4710886643708,notebooks,488.7939827442169,0,0,0,1,3,0.3,1,3,0.06,2,0.5,0.00025081514923501377
464,671,notebook gamer dell g15a0500mm10p 156 fhd amd ryzen 5 8gb 512gb ssd nvidia rtx 3050 windows 11,7899864941412,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
473,701,chromebook lenovo 100e gen 3 amd 3015c3 4gb 32gb emmc google chrome 116 antirreflexo 82j80001br,195890208008,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
475,707,notebook gamer dell g15i1000m20p 156 fhd 10 geracao intel core i5 8gb 512gb ssd nvidia gtx 1650 windows 11,7899864941481,notebooks,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
476,709,notebook i3 4gb hd 500gb tela full hd 156 wifi bt4 cwebcam,7898571461626,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
484,726,notebook gamer acer nitro 5 an5175250rs intel core i5 windows 11 home 8gb 512gb ssd gtx 1650 173,4710886825593,notebooks,488.7939827442169,0,0,0,1,2,0.2,1,2,0.04,2,0.5,0.00025081514923501377
495,745,notebook samsung e40 np550xdz i3 4gb 256gb ssd linux cinza,7892509118897,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.00012540757461750688
500,764,notebook lenovo ultrafino ideapad 3i intel core i510210u 8gb geforce mx330 2gb 256gb ssd linux 156  prata,196119983157,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
502,768,notebook samsung book e30 4gb 156 intel core i3 ssd 256gb windows 10 home cinza,7892509117203,notebooks,488.7939827442169,1,1,1,1,8,0.8,1,8,0.16,1,1.0,0.00012540757461750688
518,800,notebook positivo motion gray c4128e ssd 128gb ddr4 4gb,7896904680607,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
522,808,notebook gamer dell g15i1100m30p 156 fhd 11 geracao intel core i5 8gb 512gb ssd nvidia rtx 3050 windows 11,7899864941535,notebooks,488.7939827442169,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.00012540757461750688
531,828,samsung book e20 intel dualcore windows 10 home 4gb 500gb 156 hd led,7892509113380,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.00012540757461750688
534,837,notebook lenovo gaming 3 core i5 8gb 256gb ssd gfx 4gb linux,195892009962,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,5,0.1,1,1.0,0.00012540757461750688
537,844,notebook lenovo v14 i51135g7 8gb 256gb ssd intel iris xe graphics win 10 pro 14 82nm0000br preto,195713827638,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
539,846,notebook asus vivobook x513eabq2782w intel core i5 1135g7 8gb 256gb ssd w11 156 ledbacklit azul,7898573298251,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
541,849,notebook lenovo ultrafino ideapad s145 i71065g7 8gb placa de video intel iris plus 256gb ssd w10 156 fhd prata,194632910810,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
547,862,notebook samsung book np550xdak02br intel dualcore 4gb 500gb branco  windows 10,7892509117159,notebooks,488.7939827442169,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
550,869,notebook gamer dell g15a0700mm20pb 156 fhd amd ryzen 7 16gb 512gb ssd nvidia rtx 3060 windows 11  mochila,7899864941436,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
554,877,notebook asus vivobook intel core i71165g7 8gb 256gb ssd w10 156 preto x513eaej1064t,7898573297797,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
561,893,notebook asus x515eaej1668 cinza,7898573298503,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
563,895,notebook positivo motion q432b intel atom4gb32gb emmc14 wind10 home,7896904630657,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
565,897,notebook lenovo ideapad gaming 3i i510300h 8gb 256ssd gtx 1650 4gb 156 fhd wva w10 82cg0002br,195042730135,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,7,0.14,1,1.0,0.00012540757461750688
569,908,notebook multilaser legacy book pc250 celeron 4gb 64gb preto,7898149189457,notebooks,488.7939827442169,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.00012540757461750688
571,911,notebook gamer dell g15i1100a30p 11 intel core i5 8gb 512gb ssd geforce rtx 3050 4gb tela fhd 156 windows 11  preto,7899864941504,notebooks,488.7939827442169,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.00012540757461750688
575,920,notebook asus vivobook pro 15 k3500pckj390w intel core i7 11370h  16 gb  512 gb  windows 11 home  prata metalico,7898573298459,notebooks,488.7939827442169,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0006270378730875344
576,927,notebook samsung flash f30 intel celeron 4gb 64gb ssd full hd 133 w10  cinza,7892509104814,notebooks,488.7939827442169,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.00012540757461750688
580,935,notebook acer a51453 tela 14 intel i3 1005g1 ram 8gb ssd 128gb windows 10 professional,8848357430352,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
583,941,notebook lenovo ideapad 3i 156 hd celeron n4020 4gb 128gb ssd linux,196378008295,notebooks,488.7939827442169,1,1,1,1,5,0.5,1,5,0.1,1,1.0,0.00012540757461750688
587,951,notebook positivo motion gray c4128es intel celeron 4gb 128gb ssd 141 led webcam hd windows 10 home  cinza,7896904694000,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
589,955,notebook lenovo v14 i51135g7 8gb 256gb ssd linux 14 82nms00100 preto,196118204802,notebooks,488.7939827442169,1,1,1,1,8,0.8,1,8,0.16,1,1.0,0.00012540757461750688
590,956,notebook lenovo ultrafino ideapad s145 intel core i31005g1 4gb ram 1tb hd windows 10 156 prata,195042557497,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
594,976,notebook philco pnb14 intel celeronn3350 4gb 128gb w10 14 cinza,7891356096433,notebooks,488.7939827442169,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.00012540757461750688
598,997,kit notebook dell inspiron i15i1100m10pc 156 full hd intel pentium gold 4gb 128gb ssd windows 11 preto com capa,7899864943492,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.00012540757461750688
601,1014,notebook samsung book intel celeron6305 4gb 500gb w10 fhd 156 cinza chumbo np550xdako1br,7892509117142,notebooks,488.7939827442169,1,1,1,1,4,0.4,1,6,0.12,1,1.0,0.00012540757461750688
