,descricao_1,ean_1,titulo_1,url_1,titulo_cb_1,loja_1,descricao_2,ean_2,titulo_2,url_2,titulo_cb_2,loja_2,match
735,"Compaq Presario 430 Equipado com ssd e memória DDR4, inicie seu Compaq instantaneamente e usufrua de um poder de transferência até 5x mais rápido que um hd. Trabalhe e se divirta sem estresse com a velocidade dos processadores Intel Core. Mais design Os novos Compaq Presario 430 oferecem mais conforto e ergonomia com touchpad e teclas do teclado mais largos. Sua cor cinza com acabamento emborrachado confere elegância ao produto, assim como as bordas mais finas, que também dão destaque à tela lcd 14"", Widescreen HD (1366x768) com tecnologia led. Mais qualidade e privacidade As vídeo chamadas fazem parte da vida de todo mundo e o Compaq Presarios 430 tem recursos para elas ficarem ainda melhores. Nossa webcam HD (alta resolução) deixa suas chamadas mais claras e o microfone digital garante clareza no áudio e menos captação de ruídos. Com a webcam shutter você escolhe quando fechar a câmera e tem certeza da sua privacidade, seja para trabalhar ou na hora de assistir sua série favorita. Mais bateria para o dia todo Com 7 horas de duração, a bateria do Compaq Presario 430 dura o suficiente para você trabalhar, navegar na internet ou assistir a vídeos e séries, tudo isso longe da tomada. Mais conectividade Mesmo sendo um portátil, na hora de acessar a internet o Compaq Presario 430 oferece dois caminhos: Wi-Fi de alta velocidade ou conexão cabeada via porta RJ-45. Para complementar os recursos de conectividade, a sua segurança fica garantida com a trava Kensington.",7896904685978,Notebook Compaq Presario 430 Intel Core i3 Windows 10 Home 4GB 120GB ssd 14 - Cinza,https://www.americanas.com.br/produto/5022537790,notebook compaq presario 430 intel core i3 windows 10 home 4gb 120gb ssd 14 - cinza,americanas,Como usar: ,7386085305470,"Garsentx Laptop computador HD de 14 polegadas, 12 GB de RAM, 256 GB de armazenamento, processador Intel Celeron, FHD1920 x 1080, mini laptop Ultrabook de leitura rápida, bateria de 4600 mAh, para Windows 10 Home (EUA)",https://www.amazon.com.br/Garsentx-computador-polegadas-armazenamento-processador/dp/B09J25NB68,"garsentx laptop computador hd de 14 polegadas, 12 gb de ram, 256 gb de armazenamento, processador intel celeron, fhd1920 x 1080, mini laptop ultrabook de leitura rápida, bateria de 4600 mah, para windows 10 home (eua)",amazon,0
738,"Notebook Positivo Motion C4128Ei Celeron 128GB SSD 4GB Dual-Core Linux - Cinza A Positivo mais uma vez inova, e traz para você outra novidade da linha MOTION. Com um design exuberante e diferenciais surpreendentes, o NOVO Notebook Positivo Motion C41TEi foi desenvolvido com foco total no seu conforto e satisfação. FINO E COMPACTO Com apenas 18,7mm de espessura e pesando 1,3kg, ficou muito mais fácil de transportar e manusear. O novo Positivo Motion possui dimensão de um notebook de 13,3” com uma tela de 14” para te acompanhar em qualquer lugar CONFORTO E SUGURANÇA AO DIGITAR Teclas mais largas e arredondadas para maior conforto na digitação. (1,7 cm de largura. Menor curso da tecla, apenas 1,1mm.) E AINDA - TECLADO UP Como ERGONOMIA é sempre uma preocupação. O NOVO Notebook Positivo Motion C41TEi conta com a exclusiva tecnologia - TECLADO UP, um sistema projetado para ao abri-lo, inclinar automaticamente o teclado para a posição de digitação mais confortável, reduzindo o estresse na palma da mão e no pulso, além de ajudar no desempenho da refrigeração. TECLAS FUN Seus vídeos, filmes e músicas Netflix, Deezer e Youtube com um simples toque! PERFEITO PARA SUAS VÍDEO CHAMADAS! Pois conta com a EXCLUSIVA TECLA CALL. Em apenas um clique, abra seu programa de PREFERÊNCIA para entrar direto na sua reunião ou aula. Conte também com a WEBCAM DE ALTA RESOLUÇÃO, mais nitidez de imagens em vídeo conferências, obtenha captação de voz mais nítida com o MICROFONE DIGITAL. E MAIS! Com maior AUTONOMIA DE BATERIA - mais de 7 horas de duração, para você trabalhar sem preocupação durante o dia todo longe da tomada. Bonito, prático e eficiente!",7896904681062,"Notebook Positivo Motion C4128Ei Intel® Celeron® Dual-Core™ Linux 14"" - Cinza",https://www.amazon.com.br/Notebook-Positivo-C4128Ei-Celeron%C2%AE-Dual-CoreTM/dp/B08YFFD8LR,"notebook positivo motion c4128ei intel® celeron® dual-core™ linux 14"" - cinza",amazon,"O asus VivoBook X543 é equipado com processador Intel Celeron com 4 gb de memória para um desempenho suave e responsivo. Possui armazenamento 500GB de HD para quem precisam de mais velocidade. é o notebook ideal para as tarefas do dia a dia. A porta USB 3.1 Gen 1 fornece velocidades super rápidas, para que você possa transferir um filme de 2GB para uma unidade USB em menos de 2 segundos! Também possui portas USB 2.0 padrão para garantir a compatibilidade com todos os seus dispositivos usb. Opções de conectividade adicionais incluem saída hdmi e um leitor de cartão microSD. Características Marca: Asus Modelo: VivoBook Referência: X543N-GQ342T Especificações Processador: Intel Celeron Dual Core N3350 1,1 GHz, 2 mb Cache Memória ram: 4 gb Armazenamento: 500 gb sata 5400 rpm Tela: 15,60"" LED Resolução da Tela: 1366 x 768 Sistema Operacional: Windows 10 Home Placa de Vídeo: Intel HD Graphics 500 Clock de Memória: 1333 MHz Wi-Fi: 802.11ac Câmera Frontal: vga Bluetooth: Versão 4,1 Cartão de Memória: Micro sd Conexões: 1x Entrada para Fone/Microfone 3.5mm 1x hdmi 2x USB 2.0 1x USB 3.0 1x Leitor de Micro sd Áudio: Built-in speaker Built-in microphone Audio by ICEpower Sonic Master Bateria: 3 Cells / 2200 mAh Garantia Garantia do Fornecedor: 12 meses contra defeitos de fabricação. Itens inclusos 01 Notebook Asus 01 Fonte carregadora do notebook Peso e Dimensões Aproximadas do produto na caixa: Largura: 53 cm. Altura: 31 cm. Profundidade: 8 cm. Peso: 2400g.",7898573297414,"Notebook Asus VivoBox 15,6 HD LED 500GB 4GB Ram cz - Asus",https://www.americanas.com.br/produto/4251363666,"notebook asus vivobox 15,6 hd led 500gb 4gb ram cz - asus",americanas,0
739,"Notebook novo original com 12 meses de garantia! preço especial com duração limitada! fotos reais do produto! acompanha carregador! embalagem reforçada! Esse notebook possui chipset de vídeo hd integrado na placa mãe, sistema operacional ativado, pacote office ativado com word, excel e demais programas inclusos, antivírus ativado, conexão Wi-fi, tela led, leitor de cartões, webcam, portas usb, conector p2 para fone. Tudo isso em um notebook pensado para você produzir, se informar e se divertir ainda mais. garantia: 12 meses contados A partir do dia que for entregue",7890019801711,Notebook Asus E410MA-212. BNCR Intel Celeron N4020 de 1.1GHZ Tela HD 14 / 4GB de Ram / 64GB Emmc - Star Preto Oferta!,https://www.americanas.com.br/produto/4958387565,notebook asus e410ma-212. bncr intel celeron n4020 de 1.1ghz tela hd 14 / 4gb de ram / 64gb emmc - star preto oferta!,americanas,"O Notebook Acer Aspire 3 oferece design moderno, potência e agilidade, além de versatilidade para estudar, trabalhar e se divertir. Para proporcionar máximo desempenho, o Acer Aspire 3 possui um processador Intel Core i3 da 10ª geração, ssd de 256 gb e 4 gb de memória ram que garantem inicialização rápida e maior velocidade no processamento de atividades desde a edição de documentos diversos até navegação na internet. Além disso, ele já vem preparado para o futuro, e apto a receber upgrades com um slot hdd disponível e memória expansível até 20 gb. Desfrute também da melhor experiência em imagens com uma tela LED lcd, de resolução HD e que apresenta a Tecnologia Acer ComfyView, possibilitando uma visualização mais confortável pois reflete menos luz.Características Marca: Acer Modelo: Aspire 3 Ref.: A315-56-330J Cor: Gray Sistema Operacional: Windows 10 Home Processador: Intel Core Intel Core I3 – 1005G1 Memória ram: 4GB DDR4 2400 MHz (4GB x1), 2 slots (1 livre) Armazenamento: 256 gb ssd, 2 slots, 1 (PCIe NVMe Gen. 3x2 M2.2280) ocupado, 1 slot (SATA3 2,5mm, até 512 gb total) livre Placa de vídeo: Intel uhd GraphicsTela Tamanho: 15,6"" Resolução: HD (1366 x 768) Painel tn LED lcd Antirreflexo Frame rate: 60 Hz Tempo de resposta: 8 11ms Brilho: 220 nits Taxa de contraste: 400:1 Com tecnologia Acer ComfyViewSegurança Slot para trava Kensington Senha para proteção da bios e hdd tpmCaracterísticas para Digitação Português-BR (Padrão ABNT2) Teclado Númerico Integrado Touchpad com função multi-toquesTecnologia Acer Care Center Acer Configuration Manager Quick Access Norton Internet Security Acer Product RegistrationPortas de Comunicação 01 hdmi 01 USB 3.1 02 USB2.0 Combo com entrada para Microfone/Saída para Fone de ouvido Ethernet RJ45 (lan)Multimídia Auto Falantes Digitais Estéreo Webcam e Microfone integradoRede 802.11 ac 1x1 Bluetooth v4.2 Gigabit Ethernet 10/100/1000Alimentação Fonte Adaptadora: 45 Watts ac Adapter (3 pinos) Tensão da Fonte Adaptadora: Bivolt Padrão da Bateria: 3 células (Li-Íon) 36 WhItens Inclusos 01 Notebook 01 Fonte Adaptadora Guias de usuário Certificado de garantiaDimensões Tamanho do Produto (AxLxP): 1,99 x 36,34 x 24,75 cm Peso do Produto: 1,90 KgGarantia: 12 meses",4710886170556,"Notebook Acer Aspire 3, 4GB, 15.6'', Intel Core i3, 256 gb ssd, Windows 10 Home, cinza",https://www.americanas.com.br/produto/3678633063,"notebook acer aspire 3, 4gb, 15.6'', intel core i3, 256 gb ssd, windows 10 home, cinza",americanas,0
740,,7899864941313,"Notebook Dell Alienware m15 R6 AW15-i1100-M20PB 15.6"" FHD 11ª ger Intel Core i7 16GB 1TB SSD RTX 3060 Win 11 + Mochila",https://www.amazon.com.br/Notebook-Dell-Alienware-AW15-i1100-M20PB-Mochila/dp/B09HJNWZJJ,"notebook dell alienware m15 r6 aw15-i1100-m20pb 15.6"" fhd 11ª ger intel core i7 16gb 1tb ssd rtx 3060 win 11 + mochila",amazon,"Produto: pc Gamer Elite Características: - Marca: Concórdia - Modelo: Elite. Especificações: Placa Mãe: - Asus H510m-e Ddr4 Lga 1200 Processador: - intel core i7 10700K Armazenamento: - ssd: 240GB - hd: 1TB Memória ram: 16GB Rede: - 1 x Ethernet Intel 1Gb Placa de video: - Rtx 2060 Gddr6 6gb Twin Edge Oc Zotac Conexões: - x2 portas USB 3.2 Gen 1 (2 x Tipo a) - x2 portas USB 2.0 (2 x Tipo-A) - DisplayPort 1.4 x3 - hdmi 2.0b x1 - x1 porta Ethernet Intel I219-V de 1 Gb - x3 x conectores de áudio - x1 porta de teclado ps / 2 (roxa) - x1 porta de mouse ps / 2 (verde) Frontais: - 2x 2.0 e 1x 3.0 1x Conector de Áudio Fonte: - Atx 600W Spark 75 + - Pfc Ativo - Cabos Flat Sistema Operacional Suportado: - Microsoft Windows 10 / 8 / 8.1 / 7 (32/64bits) Som: - Onboard Áudio: - codec de áudio de alta definição Realtek ALC897 / 887 7.1 Painel Interno Refrigeração: - 1 x header ventoinha cpu 4 pinos - 1 x header ventoinha Chassis 4 pinos Energia: - 1 x conector de alimentação principal de 24 pinos - 1 x conector de alimentação + 12V 8 pinos Armazenamento: - 1 x slot M.2 (chave m) - 4 portas sata de 6 Gb/s USB: - 1 x header USB 3.2 Gen 1 suporta 2 portas USB 3.2 Gen 1 adicionais - 2 x headers USB 2.0 suportam 4 portas USB 2.0 adicionais Diversos: - 1 x header rgb - 1 x header Clear cmos - 1 x header porta com - 1 x header de áudio para painel frontal (aafp) - 1 x header s/pdif Out - 1 x header de alto-falante - 1 x header spi tpm (14-1 pinos) - 1 x header system panel de 10-1 pinos Cor: - Predominante: Preto Suporte para fans: (Não acompanha) Topo: 2x 120mm Frente: 3x 120mm ou 3x 140mm Traseira:1x 120mm Suporte para Watercoolers: (Não acompanha) Topo: 1x 240mm Frente: 1x 360mm Traseira: 1x 120mm Dimensões do produto: Largura(cm): 20,5 Profundidade(cm): 38,5 Altura(cm): 48 Peso(kg): 8500.",7896585275673,Pc Gamer Elite Concórdia i7 10700K Overclock 16GB HD 1TB ssd 240GB Placa 2060 600W,https://www.americanas.com.br/produto/4357661143,pc gamer elite concórdia i7 10700k overclock 16gb hd 1tb ssd 240gb placa 2060 600w,americanas,0
747,"Tem toda qualidade e funcionalidade que você precisa no seu dia a dia! Características: Conectividade: Bluetooth, Wi-Fi, usb, hdmi Entrada P2 para microfone: Sim (Combo com Saída para Fone-de-Ouvido) Entrada/Saída P2 para microfone/fone de ouvido: Sim (Combo com Entrada para Microfone) Quantidade de entradas USB 2.0: 1 Quantidade de entradas USB 3.0: 1 Saída P2 para fone de ouvido: Sim (Combo com Entrada para Microfone) Saída vga: Não Entrada lan (RJ45): 1 Placa wireless 802.11:802.11ac Saída hdmi: Sim Tipo de conector: hdmi, usb, RJ45 Modelo: NP550XDA-KV2BR Linha: Samsung Book Memória ram: 4 gb Quantidade de slots: 1 slot m.2 (livre) / 1 baia 2.5 (ocupada) Velocidade da memória: 2666MHz Barramento da memória: DDR4 Cache do processador: 6MB Drive óptico: Não Formato da tela: Full HD led Frequência: 60Hz Armazenamento: 1 tb Leitor de cartões: Micro sd Memória Expansível Até: 32Gb Mouse: Não Placa de áudio: HD (High Definition) Audio Placa de rede lan: Gigabit Ethernet Placa mãe: Samsung Processador: Intel Core i3 Resolução da tela: Full HD 1920 x 1080 Resolução da webcam: vga Sistema operacional: Windows 11 Tamanho da Tela: 15.6 Pol Teclado: Português-BR Tecnologia de áudio: 3W Estéreo (1.5W x 2) Modelo da Placa de Vídeo: Intel HD Graphics Velocidade de rotação do hd: 5400 Chipset: Integrado (Intel) Interface do hd: Sata iii Modelo da placa de vídeo: Intel uhd Graphics Modelo do processador: Intel Core? i3-1115G4 Velocidade do processador: 3.0 GHz up to 4.10 GHz Itens Inclusos: 1 computador portátil 1 fonte adaptadora Guias de usuário Certificado de garantia Observações: Imagem meramente ilustrativa; Verifique a voltagem do produto antes de colocar no carrinho; Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor; As cores podem sofrer variações de acordo com o tipo, configuração e resolução do seu monitor; Não nos responsabilizamos pela montagem/instalação dos produtos; Garantia do Fornecedor: 12 meses",7892509120876,Notebook Intel Core i3-1115G4 Windows 10 ram 4GB 1TB Tela 15.6 NP550XDA-KV2BR Samsung,https://www.americanas.com.br/produto/4856318180,notebook intel core i3-1115g4 windows 10 ram 4gb 1tb tela 15.6 np550xda-kv2br samsung,americanas,"NOTEBOOK SAMSUNG BOOK I3-1115G4 W11 4GB 1TB HD 15.6"" NP550XDA Design e tecnologia na medida certa! O Notebook Samsung Book, tem um design incrível e moderno, além de ser compacto, facilitando o transporte em qualquer momento. Confira: Tarefas simples e complexas O processador Intel Core i3-1115G4 juntamente com 4GB de Memória RAM, vai garantir um ótimo desempenho para que você execute suas tarefas, desde a mais simples, até trabalhos mais pesados. Tela de tirar o fôlego Com uma Tela de 15.6"" Full HD LED Antirreflexiva sua experiência de visão vai longe. Mais qualidade, riqueza nos detalhes, vídeos com mais cores, brilho e contraste. Veja e seja visto Ainda sim, esse Notebook possui Áudio HD High Definition, Microfone e Webcam Integrados, facilitando sua comunicação. Assim você pode fazer vídeo chamadas, participar de reuniões online, com facilidade praticidade e muita qualidade. Samsung Flow E tem mais! Com essa função, você pode conectar seu smartphone diretamente na tela do computador, oferecendo maior visibilidade e flexibilidade para responder suas mensagens, trabalhar e muito mais! Tudo isso sem precisar pegar no aparelho. Sobre a marca: Pensou em Tecnologia, Pensou em Samsung! Reconhecidamente uma das empresas mais inovadoras no cenário mundial, hoje também faz parte do ranking das 10 maiores e mais admiradas empresas do mundo. A Samsung tem levado muito a sério seu lema principal, CRIAR O FUTURO, aliás é muito mais que isso, é uma ideologia, por isso, sempre está na vanguarda tecnológica em diversos segmentos, mas principalmente em eletroeletrônicos. É dela os principais lançamentos do mercado dos últimos anos. Novos conceitos em Smartphones, TVs QLED e MicroLED, tecnologia 8K e 5G, processadores, semi condutores, inteligência artificial são algumas das várias inovações dessa empresa que acredita na transformação digital em benefício do ser humano.",7892509120876,"SAMSUNG Notebook Intel Core i3-1115G4 4GB 1TB W11 15,6"" NP550XDA-KV2BR - Branco",https://www.amazon.com.br/SAMSUNG-Notebook-Intel-i3-1115G4-NP550XDA-KV2BR/dp/B09RTGS1QY,"samsung notebook intel core i3-1115g4 4gb 1tb w11 15,6"" np550xda-kv2br - branco",amazon,1
750,PERFEITAMENTE PROJETADO!,7899864934759,"Notebook Dell XPS 13 9300-A20S 10ª geração Intel Core i7 16GB 1TB de SSD 13.4"" Full HD+ Windows 10",https://www.amazon.com.br/Notebook-Ultraport%C3%A1til-Dell-9300-A20S-gera%C3%A7%C3%A3o/dp/B08DK99HHH,"notebook dell xps 13 9300-a20s 10ª geração intel core i7 16gb 1tb de ssd 13.4"" full hd+ windows 10",amazon,Notebook acer a515-54-579s i5 4gb 256ssd w10 nx.hqmal.00x Descubra produtos úteis para você Os produtos foram projetados com o usuário em mente querendo cumprir os desejos,4710886643753,"ACER, Notebook A515-54-579S i5 4GB 256SSD W10 NX.HQMAL.00X, Prata",https://www.amazon.com.br/ACER-Notebook-A515-54-579S-256SSD-NX-HQMAL-00X/dp/B09L57NZ5M,"acer, notebook a515-54-579s i5 4gb 256ssd w10 nx.hqmal.00x, prata",amazon,0
751,"Notebook Lenovo V15 i3-10110U 4GB 500GB Windows 10 Pro 15.6"" Antirreflexo 82NQ0000BR Cinza",195713805391,"Notebook Lenovo V15 i3-10110U 4GB 500GB Windows 10 Pro 15.6"" Antirreflexo 82NQ0000BR Cinza",https://www.amazon.com.br/Notebook-Lenovo-i3-10110U-Antirreflexo-82NQ0000BR/dp/B09B8XL568,"notebook lenovo v15 i3-10110u 4gb 500gb windows 10 pro 15.6"" antirreflexo 82nq0000br cinza",amazon,,7896904630800,"Notebook Positivo Motion Q464B Intel Atom Quad core 4GB 64GB SSD + 64GB Nuvem 14"" W10 - Vermelho",https://www.americanas.com.br/produto/1506963998,"notebook positivo motion q464b intel atom quad core 4gb 64gb ssd + 64gb nuvem 14"" w10 - vermelho",americanas,0
753,"O notebook asus VivoBook X543 tem design clássico, com acabamento em Cinza Escuro, super elegante e o melhor de tudo, apenas 1,9kg, perfeito para você que precisa sair e levar o computador, mas também quer tela grande para aumentar a produtividade. Com o asus VivoBook X543, você não será mais um na multidão. Se o seu objetivo é relaxar, aproveite o sistema de som super poderoso do asus VivoBook X543. Ele usa cada milímetro do seu chassis para reproduzir graves mais impactantes e sem ruídos. A caixa de ressonância de 19,4cc torna o som cristalino e incrivelmente realista. Se você já teve a experiência de digitar em um teclado pequeno, sabe que não é confortável, não é produtivo e é isso que te faz parar. Então, se o seu objetivo for trabalhar, o asus VivoBook será seu parceiro incansável. Ele tem teclado completo, com teclas grandes e com curso de 1,8 milímetros, que é ideal para tornar a digitação ágil, precisa e confortável. Já que você vai gastar horas trabalhando no seu novo notebook, pensamos que não seria confortável se ele esquentasse, passando esse calor para as mãos, ou até mesmo para as pernas, caso esteja com ele no colo. Por isso a asus criou a exclusiva tecnologia asus IceCool. Ela é resultado de décadas de experiência que a asus tem em desenhar e fabricar placas-mãe. A asus basicamente redesenhou a placa-mãe dos notebooks para que os componentes que mais geram calor estivessem longe das áreas de contato com o usuário. Dessa forma, você pode digitar por horas de forma confortável, aumentando sua produtividade. Você já está convencido de que este notebook a produtividade que precisa, com a mobilidade necessária para trabalhar ou se divertir onde quiser, pois é um produto fino e leve e não precisa andar com outros acessórios. Especificações: ---------------- - Processador: Intel Core i3-7020U (Dual Core/4 Threads, 2.3 GHz, 3 mb Smart Cache) Gráficos HD Intel 620 - Sistema Operacional: Windows 10 Home - Tela: 15,6"" LED-backlit tft lcd Anti-Glare HD (1366 x 768) - Memória ram: 4GB DDR4 (0 gb Onboard + 4 gb Offboard) - Armazenamento: ssd 256 gb - Câmera Frontal: vga - Wi-Fi: 802.11ac + Bluetooth 4.1 - Leitor de cartão de memória MicroSD - Áudio: Built-in speaker Built-in microphone Audio by ICEpower Sonic Master - Saídas: 1 x 3.5mm Combo Audio Jack 1 x hdmi 1.4 2 x USB 2.0 Type-A 1 x USB 3.2 Gen 1 Type-A - Bateria: 3 Células / 2200 mAh - Adaptador de Energia: 45 w - Peso do Produto: 1.9 Kg - Dimensões: 38,1 cm X 25,2 cm X 2,72 2,72 cm - Garantia de 1 ano direto com o fabricante",7898573297520,Notebook 15.6 vivobook core I3-7020U/4GB/256GB/WIN10 X543UA-GQ3430T asus,https://www.americanas.com.br/produto/4032544871,notebook 15.6 vivobook core i3-7020u/4gb/256gb/win10 x543ua-gq3430t asus,americanas,"O notebook ASUS VivoBook X543 tem design clássico, com acabamento escovado em Prata Metálico e Cinza Escuro, super elegante e o melhor de tudo, apenas 1,9kg, perfeito para você que precisa sair e levar o computador, mas também quer tela grande para aumentar a produtividade. Com o ASUS VivoBook X543, você não será mais um na multidão. Se o seu objetivo é relaxar, aproveite o sistema de som super poderoso do ASUS VivoBook X543. Ele usa cada milímetro do seu chassis para reproduzir graves mais impactantes e sem ruídos. A caixa de ressonância de 19,4cc torna o som cristalino e incrivelmente realista. Se você já teve a experiência de digitar em um teclado pequeno, sabe que não é confortável, não é produtivo e é isso que te faz parar. Então, se o seu objetivo for trabalhar, o ASUS VivoBook será seu parceiro incansável. Ele tem teclado completo, com teclas grandes e com curso de 1,8 milímetros, que é ideal para tornar a digitação ágil, precisa e confortável. Já que você vai gastar horas trabalhando no seu novo notebook, pensamos que não seria confortável se ele esquentasse, passando esse calor para as mãos, ou até mesmo para as pernas, caso esteja com ele no colo. Por isso a ASUS criou a exclusiva tecnologia ASUS IceCool. Ela é resultado de décadas de experiência que a ASUS tem em desenhar e fabricar placas-mãe. A ASUS basicamente redesenhou a placa-mãe dos notebooks para que os componentes que mais geram calor estivessem longe das áreas de contato com o usuário. Dessa forma, você pode digitar por horas de forma confortável, aumentando sua produtividade. Você já está convencido de que este notebook a produtividade que precisa, com a mobilidade necessária para trabalhar ou se divertir onde quiser, pois é um produto fino e leve e não precisa andar com outros acessórios. Agora que você já escolheu o seu novo computador, só falta saber qual a versão você quer! Ele está disponível em versões com processador Intel® Core™ i3, Core i5, ou Intel® Celeron Dual Core, armazenamento em HD ou SSD, de 1TB, 500GB, ou 256GB, e 8GB ou 4GB de memória RAM.",7898573297520,"ASUS Notebook VivoBook, Intel Core i3 7020U, 4GB, 256GB SSD, Tela de 15,6"", Windows 10, Cinza Escuro - X543UA-GQ3430T",https://www.amazon.com.br/Notebook-VivoBook-Intel-Windows-Escuro/dp/B09BBTH88J,"asus notebook vivobook, intel core i3 7020u, 4gb, 256gb ssd, tela de 15,6"", windows 10, cinza escuro - x543ua-gq3430t",amazon,1
760,"Design leve, produto compacto O vaio FE14 possui uma tela fhd de alta resolução com moldura reduzida, ou seja, reduzimos o tamanho das bordas laterais produto mantendo a tela de 14 polegadas. usabilidade, ergonomia para digitar Ergonomia para digitar com linhas delicadas e um teclado silencioso O som que vai surpreender você Um conjunto de dois alto-falantes com 4W de potência (2W + 2W) de alta qualidade é alimentada por um amplificador inteligente de dois canais para fornecer o verdadeiro som que o envolve com realismo livre de distorções e com qualidade de cinema. teclado tilt com resistência A água Com a tela aberta, o vaio forma um ângulo de inclinação natural com a mesa, reduzindo o estresse na palma da mão e no pulso durante a digitação. mobilidade sem limites Mais fino (apenas 19,8 mm de espessura). Mais leve, o vaio FE14 possui apenas 1,55 kg, Wi-Fi 802.11 ac dual-band (mais confiável e 3 vezes mais rápido do que o 802.11n). autonomia para um dia todo de trabalho Um notebook tão bonito e potente como o vaio FE14 merece nada menos do que uma bateria que dure o dia todo, então, de modo a alcançar sua notável autonomia de até 7 horas, nós projetamos uma bateria especial de polímero de lítio 37Wh de alta capacidade. design leve, produto compacto O vaio FE14 possui uma tela fhd de alta resolução com moldura reduzida, ou seja, reduzimos o tamanho das bordas laterais produto mantendo a tela de 14 polegadas.",7896904665239,Notebook vaio FE14 Intel Core i5 Linux 8GB 256GB ssd - Branco,https://www.americanas.com.br/produto/3970290281,notebook vaio fe14 intel core i5 linux 8gb 256gb ssd - branco,americanas,,196118547442,"Lenovo Notebook ThinkPad L15 Gen2 20X70073US 15,6"" - Full HD - 1920 x 1080 - AMD Ryzen 5 PRO 5650U Hexa-core (6 Core) 2,30 GHz - 8 GB RAM - SSD de 256 GB - Preto",https://www.amazon.com.br/Lenovo-Notebook-ThinkPad-Gen2-20X70073US/dp/B09M2V4J4L,"lenovo notebook thinkpad l15 gen2 20x70073us 15,6"" - full hd - 1920 x 1080 - amd ryzen 5 pro 5650u hexa-core (6 core) 2,30 ghz - 8 gb ram - ssd de 256 gb - preto",amazon,0
761,"DESIGN LEVE, PRODUTO COMPACTO O VAIO FE15 possui uma tela de alta resolução com moldura reduzida, ou seja, reduzimos o tamanho das bordas laterais do produto mantendo a tela de 15.6 polegadas. USABILIDADE, ERGONOMIA PARA DIGITAR Ergonomia para digitar com linhas delicadas e um teclado silencioso. O SOM QUE VAI SURPREENDER VOCÊ Um conjunto de dois alto-falantes com 4W de potência (2W+2W) de alta qualidade é alimentada por um amplificador inteligente de dois canais para fornecer o verdadeiro som que o envolve com realismo livre de distorções e com qualidade de cinema. TECLADO TILT COM RESISTÊNCIA A ÁGUA Com a tela aberta, o VAIO forma um ângulo de inclinação natural com a mesa, reduzindo o estresse na palma da mão e no pulso durante a digitação. MOBILIDADE SEM LIMITES Mais fino (apenas 19,8 mm de espessura). Mais leve, o VAIO FE15 possui apenas 1,75 kg, Wi-Fi 802.11 ac dual-band (mais confiável e 3 vezes mais rápido do que o 802.11n). AUTONOMIA PARA UM DIA TODO DE TRABALHO Um notebook tão bonito e potente como o VAIO FE15 merece nada menos do que uma bateria que dure o dia todo, então, de modo a alcançar sua notável autonomia de até 7 horas, nós projetamos uma bateria especial de polímero de lítio 41Wh de alta capacidade.",7896904698800,Notebook VAIO® FE15 Intel® Core™ i7 Windows 11 Home 8GB 256GB Full HD Cinza Escuro - Inclui Microsoft 365* IO® FE15 Intel® Core™ i7 Windows 11 Home 8GB 256GB Full HD Cinza Escuro,https://www.amazon.com.br/Notebook-Intel%C2%AE-CoreTM-Windows-Escuro/dp/B09M12HLYT,notebook vaio® fe15 intel® core™ i7 windows 11 home 8gb 256gb full hd cinza escuro - inclui microsoft 365* io® fe15 intel® core™ i7 windows 11 home 8gb 256gb full hd cinza escuro,amazon,"Design leve, produto compactoO vaio FE15 possui uma tela de alta resolução com moldura reduzida, ou seja, reduzimos o tamanho das bordas laterais do produto mantendo a tela de 15.6 polegadas.usabilidade, ergonomia para digitarErgonomia para digitar com linhas delicadas e um teclado silencioso.O som que vai surpreender vocêUm conjunto de dois alto-falantes com 4W de potência (2W + 2W) de alta qualidade é alimentada por um amplificador inteligente de dois canais para fornecer o verdadeiro som que o envolve com realismo livre de distorções e com qualidade de cinema.teclado tilt com resistência A águaCom a tela aberta, o vaio forma um ângulo de inclinação natural com a mesa, reduzindo o estresse na palma da mão e no pulso durante a digitação.mobilidade sem limitesMais fino (apenas 19,8 mm de espessura). Mais leve, o vaio FE15 possui apenas 1,75 kg, Wi-Fi 802.11 ac dual-band (mais confiável e 3 vezes mais rápido do que o 802.11n).autonomia para um dia todo de trabalhoUm notebook tão bonito e potente como o vaio FE15 merece nada menos do que uma bateria que dure o dia todo, então, de modo a alcançar sua notável autonomia de até 7 horas, nós projetamos uma bateria especial de polímero de lítio 41Wh de alta capacidade.",7896904698800,Notebook vaio FE15 Intel Core i7 Windows 11 Home 8GB 256GB Full HD Cinza Escuro,https://www.americanas.com.br/produto/5022543989,notebook vaio fe15 intel core i7 windows 11 home 8gb 256gb full hd cinza escuro,americanas,1
