,indice,titulo_sa,ean,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
81,102,geladeirarefrigerador electrolux frost free dfx41 inox 371l  110v,7896584071962,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
86,113,geladeira brastemp frost free 2 portas brm56 462l inox  110v,7891129251571,geladeiras,67.13160943984985,0,0,0,1,3,0.3,1,5,0.1,3,0.3333333333333333,0.001128668171557562
102,133,frigobar midea 124 litros branco mrc12b,7898626573854,geladeiras,67.13160943984985,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.0003762227238525207
106,138,refrigerador brastemp ative inverse maxi bre80 573 litros iluminacao led branco 110,7891129206205,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
111,143,refrigerador smart lg side by side door in door 601l inox 127v gs65sdn,6934585684475,geladeiras,67.13160943984985,1,1,1,1,7,0.7,1,8,0.16,1,1.0,0.0003762227238525207
114,147,refrigerador smart lg 601 litros side by side com icewater e system e lg thinq inox gcl247sluv  127 volts,8806098548958,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
122,156,geladeira gorenje ion generation 2 portas inverse inox 220v nrk6192ux,3838942107108,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
123,157,geladeirarefrigerador panasonic 483 litros nrbt55pv2 frost free 2 portas econavi branco,7896067226933,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.0003762227238525207
128,167,refrigerador lg smart french door com instaview doorindoor e hygiene fresh grx228nm preto fosco  525l 220v,8806098602636,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.002257336343115124
142,184,geladeira duplex invertida 397 litros cre44 frost free consul,7891129499768,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
148,191,refrigerador invert frost free 483l duplex panasonic,7896067226926,geladeiras,67.13160943984985,1,1,1,1,3,0.3,1,4,0.08,1,1.0,0.0003762227238525207
151,196,mini geladeira 10l branca 110v12v cabo acdc tv015,7899838866574,geladeiras,67.13160943984985,1,1,1,1,7,0.7,1,7,0.14,1,1.0,0.0003762227238525207
158,204,refrigerador consul domest 397l 2 portas frost free evox 127v cre44ak,7891129499751,geladeiras,67.13160943984985,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
162,208,geladeirarefrigerador consul 386 litros 2 portas frost free classe a crm43,7891129246720,geladeiras,67.13160943984985,1,1,1,1,4,0.4,1,9,0.18,1,1.0,0.0003762227238525207
170,221,geladeira frost free continental tc41s 370 l duplex platinum 110v,7909569245323,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
181,240,refrigerador ngv 10 vermelho,7899552101401,geladeiras,67.13160943984985,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
185,247,geladeirarefrigerador samsung duplex rt38k5a0ks9 inox look 385l com allaround cooling  bivolt,8806090569678,geladeiras,67.13160943984985,0,0,0,1,2,0.2,1,2,0.04,3,0.3333333333333333,0.001128668171557562
191,254,geladeira duplex inverter frost free com 425 litros bb53 panasonic,7896067226650,geladeiras,67.13160943984985,0,0,0,0,0,0.0,1,1,0.02,46,0.021739130434782608,0.01730624529721595
192,257,refrigerador brastemp side by side inverse 540 l inox 110v,7891129219939,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.0003762227238525207
205,281,refrigerador panasonic frost free 483l aco escovado,7896067226940,geladeiras,67.13160943984985,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.0003762227238525207
217,304,geladeira consul frost free duplex crm50 410l espaco flex branca com controle interno de temperatura  220v,7891129506015,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
224,316,geladeirarefrigerador consul duplex frost free 340 litros crm39 evox 110v,7891129514232,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
229,324,geladeirarefrigerador smart bottom freezer thinq 451 litros lg gcb659bsb1 aco escovado 220v,8806098423927,geladeiras,67.13160943984985,1,1,1,1,9,0.9,1,12,0.24,1,1.0,0.0003762227238525207
235,332,geladeira philco 467 litros prf505ti frost free eco inverter inox,7891356090592,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
263,375,refrigerador mdrs587fga041 side by side 528l rs5871 midea,7908198000839,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
274,394,geladeira brastemp frost free duplex 462 litros branca com turbo control  brm56ab 110v,7891129250086,geladeiras,67.13160943984985,1,1,1,1,4,0.4,1,4,0.08,1,1.0,0.0003762227238525207
278,398,refrigerador brastemp 2 porta evox 375l frost free 220v,7891129252776,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,2,0.04,1,1.0,0.0003762227238525207
296,432,geladeira panasonic generation frost free 435l aco escovado,7896067226964,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
299,436,refrigerador consul facilite crb39 342 litros compartimento extra frio branco 220v,7891129185418,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
316,472,mini geladeira astroai portatil  acdc 4l 6 latas 12v rosa claro,850289769477,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
330,506,refrigerador smart lg 428 litros inverter french door hygiene fresh e naturefresh inox gcl228ftl1  220 volts,8806098548934,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
342,527,refrigerador brastemp side inverse 3 portas inox 540l frost free 220v bro80ak,7891129220010,geladeiras,67.13160943984985,1,1,1,1,6,0.6,1,6,0.12,1,1.0,0.0003762227238525207
345,538,refrigerador ngv 10 preto fosco 1224 v,7899552144385,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
348,546,refrigeradorgeladeira brastemp 400l frost free duplex,7891129252837,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.0003762227238525207
349,555,geladeira electrolux tf55 frost free duplex 431 litros branca,7896584097856,geladeiras,67.13160943984985,0,0,0,0,0,0.0,1,1,0.02,50,0.02,0.018811136192626036
369,600,refrigerador consul 386l frost free  crm43 platinum 220v,7891129240643,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
377,626,geladeira brastemp brm44hk frost free duplex 375 litros,7891129252721,geladeiras,67.13160943984985,0,0,0,0,0,0.0,0,0,0.0,94,0.010638297872340425,0.035364936042136946
383,645,refrigerador philco side by side 437l eco inverter 127v,7891356086885,geladeiras,67.13160943984985,0,0,0,1,2,0.2,1,3,0.06,6,0.16666666666666666,0.002257336343115124
401,711,refrigerador brastemp inverse frost free 573l evox 127v bre80ak,7891129236707,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,2,0.04,2,0.5,0.0007524454477050414
405,717,refrigerador electrolux 2 portas 370 l frost free dfx41 inox 220v,7896584071979,geladeiras,67.13160943984985,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0003762227238525207
411,728,refrigerador  geladeira continental frost free 2 portas 370 litros  tc41,7909569003091,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.0003762227238525207
415,746,geladeira nrbt41pd1wb 387l 2 porta frost free panasonic 220,7896067227756,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
419,759,frigobar vermelho philco 121l vintage 110v  pfg120,7891356070969,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
422,767,mini geladeira 15 litros branca mini cool,7898656530032,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0007524454477050414
435,819,frigobar britania bfg85pl 67 litros 127v,7891356084430,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
438,830,refrigerador philco inverter 489l side by side inox frost free 127v prf504i,7891356084591,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,7,0.14285714285714285,0.0026335590669676447
439,832,refrigerador smart lg side by side 601 litros inox 220v gcl247sluv,8806098548989,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.002257336343115124
447,870,refrigerador electrolux infinity 2 portas 553l frost free branco 220v df82,7896584072389,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,9,0.1111111111111111,0.003386004514672686
468,941,geladeirarefrigerador samsung french door rf23r6301sr inox look 530l smart wifi com food showcase,8801643928377,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0015048908954100827
479,974,mini geladeira 15 litros cinza  110  220 volts  minicool,7898656530025,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
486,1031,refrigerador ngv 10 branco 1224 v,7899552144682,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
493,1059,frigobar 117 l consul  crc12 cbbna,7891129224070,geladeiras,67.13160943984985,0,0,0,1,2,0.2,1,2,0.04,8,0.125,0.0030097817908201654
498,1071,geladeira panasonic bb71gv frost free inverter 480l,7896067227510,geladeiras,67.13160943984985,0,0,0,0,0,0.0,0,0,0.0,95,0.010526315789473684,0.03574115876598947
502,1099,frigobar venax ngv 10  82 litros  branco 220v,7899552101357,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,7,0.14285714285714285,0.0026335590669676447
506,1125,geladeira brastemp frost free side inverse 540 litros vitreous  gro80ab,7891129243514,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
509,1131,refrigerador panasonic bb53 inverter bottom freezer 425l 2 portas aco escovado frost free 220v nrbb53pv3xb,7896067226841,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,3,0.06,1,1.0,0.0003762227238525207
519,1171,geladeira  refrigerador brastemp duplex brm44 frost free 375 litros  branco  110v,7891129252707,geladeiras,67.13160943984985,0,0,0,1,2,0.2,1,2,0.04,3,0.3333333333333333,0.001128668171557562
521,1181,refrigerador philco side by side eco inverter 434l 127v,7891356094637,geladeiras,67.13160943984985,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0003762227238525207
530,1238,refrigerador electrolux 538l multidoor dm85x,7896584072037,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,8,0.125,0.0030097817908201654
533,1246,geladeira consul frost free duplex crm50 410l espaco flex inox com controle interno de temperatura  110v,7891129506022,geladeiras,67.13160943984985,0,0,0,0,0,0.0,1,1,0.02,25,0.04,0.009405568096313018
537,1264,geladeira consul inverse cre44ak 397 l branco,7891129499737,geladeiras,67.13160943984985,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.0015048908954100827
554,1371,refrigerador panasonic bb53 inverter bottom freezer 425l 2 portas aco escovado frost free 127v nrbb53pv3xa,7896067226834,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
565,1592,geladeira consul frost free duplex crm56 450l espaco flex inox com painel eletronico externo  110v,7891129506107,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
576,2159,refrigerador philco inverter 489l side by side inox frost free 220v prf504i,7891356084607,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
581,2215,frigobar ngv 10 grafite,7899552146617,geladeiras,67.13160943984985,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0003762227238525207
