indice,titulo_sa,ean,url,categoria,tempo,k-1,k-1-qtd,k-1-qtd/1,k-10,k-10-qtd,k-10-qtd/10,k-50,k-50-qtd,k-50-qtd/50,match_rank,1/match_rank,match_rank/total
196,smartphone multilaser g max 2 dourado 64gb 2gb 8mp android 11,7908414420304,https://www.amazon.com.br/Smartphone-Multilaser-Dourado-64GB-Android/dp/B099FFB4L5/ref=sr_1_1404?qid=1651784119&s=wireless&sr=1-1404&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,1,1,1,1,3,0.3,1,3,0.06,1,1.0,0.0004967709885742673
210,smartphone asus zenfone 8 qualcomm snapdragon 888 8gb 256gb camera frontal 12mp traseira dual 64mp  12mp tela 592 amoled android 11 prata,7898573297940,https://www.americanas.com.br/produto/4266425436,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,10,0.1,0.004967709885742673
214,smartphone samsung galaxy m32 128gb 4g wifi tela 64 dual chip 6gb ram camera quadrupla  selfie 20mp  azul,7892509119818,https://www.americanas.com.br/produto/3501167482,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
221,smartphone samsung galaxy s20 fe 65 128gb android verde,7892509119061,https://www.americanas.com.br/produto/5027205436,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0009935419771485345
225,smartphone motorola moto g22 128gb 4gb ram preto,7892597352029,https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Preto/dp/B09V8B8CY7/ref=sr_1_926?qid=1651784091&s=wireless&sr=1-926&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,7,0.14285714285714285,0.003477396920019871
229,smartphone nokia c01 32gb 4g tela 545 dual chip 50mp,7908414422377,https://www.americanas.com.br/produto/5184584513,celulares,50.42199945449829,0,0,0,1,1,0.1,1,2,0.04,4,0.25,0.001987083954297069
240,smartphone moto edge thunder grey 67 5g 256gb  xt20613,7892597349692,https://www.amazon.com.br/Smartphone-Moto-Edge-Thunder-256GB/dp/B08CFPWH59/ref=sr_1_241?qid=1651784050&s=wireless&sr=1-241&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
246,smartphone nokia c20 32gb dual chip 50mp dourado nk039,7908414422353,https://www.americanas.com.br/produto/4959449836,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
268,smartphone tcl l5 16gb cam 8mp 1gb ram quadcore preto,7898552004828,https://www.americanas.com.br/produto/4872151210,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
277,smartphone samsung galaxy m22 128gb 4g wifi tela 64 dual chip 4gb ram camera quadrupla  selfie 13mp  branco,7892509120340,https://www.americanas.com.br/produto/3770394000,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
308,smartphone multilaser g max 4g 32gb tela 60 pol octa core android 90 go dourado  p9108,7899838865478,https://www.americanas.com.br/produto/1869621372,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
331,smartphone samsung galaxy a10s 62 32 gb camera dupla azul,7892509111874,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-C%C3%A2mera-Dupla/dp/B083KPFNHK/ref=sr_1_1231?qid=1651784110&s=wireless&sr=1-1231&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
334,smartphone samsung galaxy z flip3 5g dobravel 256gb 8gb de ram tela de 67,7892509120470,https://www.americanas.com.br/produto/3925315573,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,22,0.045454545454545456,0.01092896174863388
347,smartphone xiaomi poco f3 128gb 6gb ram 5g global branco,6934177736988,https://www.americanas.com.br/produto/4120708581,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
386,smartphone multilaser f 16gb cafe,7899838864716,https://www.americanas.com.br/produto/3549853924,celulares,50.42199945449829,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0004967709885742673
414,smartphone moto g71 128gb 5g wifi tela 64 dual chip 6gb ram camera tripla  selfie 16mp  verde,7892597351619,https://www.americanas.com.br/produto/4679622542,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,47,0.02127659574468085,0.02334823646299056
430,smartphone samsung galaxy a13 branco 128gb 4gb ram bateria 5000mah camera quadrupla traseira de 50mp  5mp  2mp  2mp octacore tela infinita,7892509123259,https://www.amazon.com.br/Smartphone-Qu%C3%A1drupla-Traseira-Octa-Core-infinita/dp/B09V3876BK/ref=sr_1_831?qid=1651784085&s=wireless&sr=1-831&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,0,0,0,1,2,0.2,1,2,0.04,3,0.3333333333333333,0.0014903129657228018
432,smartphone samsung galaxy z flip3 256gb 5g wifi tela 67 dual chip 8gb ram camera dupla  selfie 10mp  preto,7892509120531,https://www.americanas.com.br/produto/3823877401,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.0029806259314456036
441,smartphone samsung galaxy z flip3 128gb 5g wifi tela 67 dual chip 8gb ram camera dupla  selfie 10mp  preto,7892509121149,https://www.americanas.com.br/produto/3936335406,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,38,0.02631578947368421,0.018877297565822158
501,smartphone positivo twist 3 pro s533 64gb dual chip 57  aurora,7896904647198,https://www.amazon.com.br/Smartphone-Positivo-Twist-S533-64GB/dp/B084X1BGK1/ref=sr_1_1641?qid=1651784133&s=wireless&sr=1-1641&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0004967709885742673
505,smartphone motorola edge 20 128gb 5g wifi tela 67 dual chip 8gb ram camera tripla  selfie 32mp  branco,7892597351206,https://www.americanas.com.br/produto/3616585721,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.0029806259314456036
521,smartphone nokia 54 tela 639 armazenamento 128gb 4gb ram roxo nokia,7908414408227,https://www.americanas.com.br/produto/4752577136,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
522,smartphone samsung galaxy s21 256gb 5g  preto camera tripla 64mp  selfie 10mp ram 8gb tela 67,7892509117029,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-S21-256GB/dp/B09M94FXNM/ref=sr_1_31?qid=1651784038&s=wireless&sr=1-31&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,10,0.1,0.004967709885742673
525,smartphone samsung galaxy s21 fe 128gb 5g wifi tela 64 dual chip 6gb ram camera tripla  selfie 32mp  preto,7892509121040,https://www.americanas.com.br/produto/4422240127,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,9,0.1111111111111111,0.004470938897168405
541,smartphone motorola moto g31 128gb 4gb ram azul,7892597351657,https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Azul/dp/B09MSTWKS8/ref=sr_1_942?qid=1651784092&s=wireless&sr=1-942,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0024838549428713363
544,smartphone samsung galaxy s21 ultra 256gb 5g wifi tela 68 dual chip 12gb ram camera quadrupla  selfie 40mp  prata,7892509117067,https://www.americanas.com.br/produto/2810434601,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0009935419771485345
580,smartphone lg k62 64gb 4g wifi tela 66 dual chip 4gb ram camera quadrupla  selfie 13mp  azul,7893299914782,https://www.americanas.com.br/produto/2324590191,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,37,0.02702702702702703,0.01838052657724789
600,smartphone moto g60 128gb 4g wifi tela 68 dual chip 6gb ram camera tripla  selfie 32mp  azul,7892597350971,https://www.americanas.com.br/produto/3177003864,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,24,0.041666666666666664,0.011922503725782414
601,smartphone motorola moto g22 128 gb azul 65 4g,7892597352036,https://www.americanas.com.br/produto/5167676483,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0024838549428713363
607,smartphone moto g71 128gb 5g wifi tela 64 dual chip 6gb ram camera tripla  selfie 16mp  azul,7892597351626,https://www.americanas.com.br/produto/4679623721,celulares,50.42199945449829,0,0,0,0,0,0.0,0,0,0.0,51,0.0196078431372549,0.02533532041728763
613,celular lg  lmk520bmw  k62 64 gb vermelho,7893299915277,https://www.amazon.com.br/Celular-LG-LMK520BMW-K62-Vermelho/dp/B08WKJM4C2/ref=sr_1_1270?qid=1651784111&s=wireless&sr=1-1270&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.001987083954297069
637,smartphone samsung galaxy a52 128gb preto,7892509116930,https://www.americanas.com.br/produto/5144518968,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
638,smartphone nokia 14 64gb 2gb ram 4g wifi dual chip camera dupla  selfie 5mp tela 65 hd  cinza,7908414413122,https://www.americanas.com.br/produto/4837211811,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,23,0.043478260869565216,0.011425732737208148
655,smartphone samsung galaxy s22 ultra 5g 256gb 68 108  10  12  10mp preto,7892509122160,https://www.americanas.com.br/produto/5023363103,celulares,50.42199945449829,1,1,1,1,2,0.2,1,2,0.04,1,1.0,0.0004967709885742673
656,smartphone multilaser g 2 32gb 51 2gb android 11 go preto,7908414420274,https://www.americanas.com.br/produto/4573647709,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,8,0.125,0.003974167908594138
724,smartphone samsung galaxy a03 core azul 32gb 65 8mp sma032mzbrzto,7892509120951,https://www.americanas.com.br/produto/4751402529,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,13,0.07692307692307693,0.006458022851465474
733,smartphone motorola moto g41 128 gb azul 64 4g,7892597351503,https://www.americanas.com.br/produto/5167558268,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0024838549428713363
734,smartphone motorola moto e7 power 32gb 2gb ram azul metalico,7892597350698,https://www.amazon.com.br/Motorola-Moto-E7-Power-Metalico/dp/B08XY44FRF/ref=sr_1_1366?qid=1651784116&s=wireless&sr=1-1366&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
742,smartphone samsung galaxy a01 32gb tela 57 camera 13mp azul,7892509113274,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-32GB-Camera/dp/B0876H86C1/ref=sr_1_1112?qid=1651784103&s=wireless&sr=1-1112,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
780,smartphone galaxy a23 128gb tela 66 cameras 50mp  8mp  2mp  2mp preto sma235mzkrzto samsung,7892509122719,https://www.americanas.com.br/produto/4857089542,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.0029806259314456036
812,smartphone moto g20 64gb 4g wifi tela 65 dual chip 4gb ram camera quadrupla  selfie 13mp  azul,7892597351114,https://www.americanas.com.br/produto/3171318769,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
816,smartphone asus rog phone 5s pro 18gb 512gb preto,4711081433095,https://www.americanas.com.br/produto/4260810739,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.0029806259314456036
837,smartphone samsung galaxy m31 128gb 4g wifi tela 64 dual chip 6gb ram camera quadrupla  selfie 32mp  preto,7892509114295,https://www.americanas.com.br/produto/1739672542,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,35,0.02857142857142857,0.017386984600099353
843,smartphone motorola moto e6i xt20535 32gb,7892597351015,https://www.americanas.com.br/produto/4460728537,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0024838549428713363
854,smartphone multilaser e lite 32gb tela 40 dourado,7899838889214,https://www.americanas.com.br/produto/3855127605,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0024838549428713363
858,smartphone philco hit p12 128gb octacore 4gb ram blue,7891356079696,https://www.americanas.com.br/produto/4748904261,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
861,smartphone positivo twist 4g 32gb dual chip android 10 tela 5 octacore 16 ghz 4g 8mp  cinza chumbo,7896904683820,https://www.americanas.com.br/produto/2973306583,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
911,smartphone asus zenfone max pro m2 6gb ram 64gb titanium tela 626 12mp  5mp,7898573296929,https://www.americanas.com.br/produto/3866300995,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
917,redmi note 10s pebble white 8 gb ram 128 gb rom,6934177739729,https://www.amazon.com.br/Redmi-Note-10S-Pebble-White/dp/B098TVV17V/ref=sr_1_755?qid=1651784080&s=wireless&sr=1-755&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.0014903129657228018
918,smartphone lg k8 16gb dual chip android 70 pie tela 54 4g camera 8mp  azul,7893299912788,https://www.americanas.com.br/produto/1774767897,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.0014903129657228018
940,smartphone samsung galaxy s22 5g 256gb 8gb ram tela infinita de 61,7892509122214,https://www.americanas.com.br/produto/4746480750,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.0014903129657228018
965,smartphone samsung galaxy a22 5g 66 octa core 128gb 4gb camera tripla,7892509122689,https://www.americanas.com.br/produto/5066024208,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
970,reembalado smartphone samsung galaxy a22 a225m 128gb 4gb ram tela 64  excelente,7892509119702,https://www.americanas.com.br/produto/4856728971,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,3,0.3333333333333333,0.0014903129657228018
972,smartphone samsung galaxy a12 128gb 4g wifi tela 65 dual chip 6gb ram camera quadrupla  selfie 8mp  preto,8806092186422,https://www.americanas.com.br/produto/4707226791,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
1001,smartphone nokia 24 core tela 65 ram 3gb android,7898149185251,https://www.americanas.com.br/produto/5145308049,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
1004,telefone robusto doogee s40 pro 4 gb de ram 64 gb de rom smartphone externo desbloqueado android 10 ip68 tela de vidro gorilla de 545 camera tripla de 13 mp sim duplo exercito verde,3002801019257,https://www.amazon.com.br/Telefone-robusto-smartphone-desbloqueado-Ex%C3%A9rcito/dp/B09BTB8PG6/ref=sr_1_969?qid=1651784093&s=wireless&sr=1-969&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,0,0,0,0,0,0.0,0,0,0.0,270,0.003703703703703704,0.13412816691505217
1008,smartphone motorola moto g10 64gb 4g wifi tela 65 dual chip 4gb ram camera quadrupla  selfie 8mp  cinza aurora,7892597350780,https://www.americanas.com.br/produto/2917268703,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,25,0.04,0.012419274714356682
1033,smartphone xiaomi redmi 9 64gb 4gb ram 4 cameras roxo,7898567778868,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-64GB-C%C3%A2meras/dp/B08G1VS56Z/ref=sr_1_977?qid=1651784093&s=wireless&sr=1-977,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,6,0.16666666666666666,0.0029806259314456036
1043,smartphone xiaomi redmi note 8 pro 6gb 128gb  preto,6941059629931,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-Pro/dp/B07X2KLKRZ/ref=sr_1_730?qid=1651784079&s=wireless&sr=1-730&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0009935419771485345
1069,smartphone samsung galaxy z flip3 128gb 5g wifi tela 67 dual chip 8gb ram camera dupla  selfie 10mp  violeta,7892509120463,https://www.americanas.com.br/produto/3823877241,celulares,50.42199945449829,0,0,0,0,0,0.0,1,1,0.02,44,0.022727272727272728,0.02185792349726776
1084,smartphone motorola moto g22 65 octa core 128gb 4gb camera quadrupla,7892597352067,https://www.americanas.com.br/produto/5142846909,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,5,0.2,0.0024838549428713363
1106,smartphone motorola moto g31 128gb 4gb ram grafite,7892597351640,https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Grafite/dp/B09MSTCP4V/ref=sr_1_955?qid=1651784092&s=wireless&sr=1-955,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,4,0.25,0.001987083954297069
1114,smartphone lg k22  3gb memoria 64gb armazenamento dual chip android 10 tela 62 quad core 4g camera 13mp2mp  titan,7893299914690,https://www.amazon.com.br/Smartphone-LG-Mem%C3%B3ria-armazenamento-Android/dp/B08DRMM17M/ref=sr_1_1367?qid=1651784116&s=wireless&sr=1-1367&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,celulares,50.42199945449829,1,1,1,1,1,0.1,1,1,0.02,1,1.0,0.0004967709885742673
1238,smartphone positivo twist 3 pro s533 64gb dual chip android tela 57 quad core de 13 ghz camera traseira 8mp  grafite,7896904656688,https://www.americanas.com.br/produto/1450173865,celulares,50.42199945449829,0,0,0,1,1,0.1,1,1,0.02,2,0.5,0.0009935419771485345
